x,rho,u,p
0,1,0,1
0.01,1,9.12049e-10,1
0.02,1,3.77573e-09,1
0.03,1,1.03341e-08,1
0.04,1,2.44369e-08,1
0.05,1,6.2373e-08,1
0.06,1,1.59715e-07,1
0.07,1,3.987e-07,1
0.08,0.999999,9.6909e-07,0.999999
0.09,0.999998,2.29324e-06,0.999997
0.1,0.999996,5.28087e-06,0.999994
0.11,0.99999,1.18276e-05,0.999986
0.12,0.999978,2.57499e-05,0.99997
0.13,0.999954,5.44603e-05,0.999936
0.14,0.999905,0.000111824,0.999868
0.15,0.999812,0.000222767,0.999736
0.16,0.999636,0.000430256,0.999491
0.17,0.999319,0.000805117,0.999048
0.18,0.998767,0.00145859,0.998275
0.19,0.997838,0.00255649,0.996978
0.2,0.996336,0.00433215,0.994884
0.21,0.994002,0.0070935,0.991633
0.22,0.99052,0.0112183,0.986794
0.23,0.985537,0.0171321,0.979889
0.24,0.978704,0.025267,0.970456
0.25,0.969726,0.0360057,0.958118
0.26,0.958414,0.0496236,0.942661
0.27,0.944722,0.0662453,0.924079
0.28,0.928754,0.0858293,0.902581
0.29,0.910747,0.108186,0.878556
0.3,0.891022,0.133021,0.852505
0.31,0.869938,0.159982,0.824967
0.32,0.847849,0.188705,0.796464
0.33,0.82508,0.218845,0.767458
0.34,0.801912,0.25009,0.738342
0.35,0.778581,0.282168,0.709435
0.36,0.75528,0.314843,0.680988
0.37,0.732165,0.34791,0.653198
0.38,0.709364,0.38119,0.626213
0.39,0.686978,0.414525,0.600149
0.4,0.665091,0.447769,0.575088
0.41,0.643769,0.480788,0.551094
0.42,0.623069,0.513453,0.528211
0.43,0.603036,0.545638,0.506473
0.44,0.583705,0.577217,0.4859
0.45,0.565107,0.608066,0.466508
0.46,0.547265,0.638057,0.448305
0.47,0.530196,0.667058,0.431296
0.48,0.513914,0.694934,0.415483
0.49,0.498426,0.721546,0.400867
0.5,0.483735,0.746753,0.387449
0.51,0.469833,0.770151,0.375262
0.52,0.456626,0.791887,0.36418
0.53,0.444064,0.812152,0.354115
0.54,0.432164,0.830573,0.345124
0.55,0.420881,0.847063,0.337171
0.56,0.410155,0.861569,0.330201
0.57,0.399919,0.874074,0.324149
0.58,0.390099,0.884588,0.318937
0.59,0.380622,0.893148,0.314474
0.6,0.371417,0.899813,0.310664
0.61,0.362418,0.904659,0.307398
0.62,0.353569,0.907764,0.304564
0.63,0.344825,0.909203,0.302044
0.64,0.336151,0.909035,0.299719
0.65,0.327529,0.907294,0.297468
0.66,0.318947,0.903974,0.295172
0.67,0.310406,0.899022,0.292716
0.68,0.301911,0.892335,0.289983
0.69,0.293465,0.883747,0.286861
0.7,0.285073,0.873029,0.283239
0.71,0.276728,0.859889,0.279006
0.72,0.268417,0.843966,0.274051
0.73,0.260111,0.824838,0.268268
0.74,0.251772,0.802021,0.261553
0.75,0.243348,0.774983,0.253814
0.76,0.234781,0.743158,0.244977
0.77,0.226013,0.705978,0.234999
0.78,0.216993,0.662919,0.223882
0.79,0.20769,0.613583,0.211692
0.8,0.198111,0.557817,0.198583
0.81,0.188317,0.495888,0.184817
0.82,0.178442,0.428716,0.170777
0.83,0.168708,0.358121,0.156968
0.84,0.15942,0.286981,0.14398
0.85,0.150942,0.219104,0.132408
0.86,0.143625,0.158575,0.122729
0.87,0.137716,0.108648,0.115177
0.88,0.133272,0.0707015,0.109687
0.89,0.130156,0.0440037,0.105948
0.9,0.128102,0.0264175,0.10354
0.91,0.126814,0.0154183,0.102055
0.92,0.126037,0.00880119,0.101169
0.93,0.125582,0.00493384,0.100654
0.94,0.125321,0.00272305,0.100361
0.95,0.125175,0.00148146,0.100196
0.96,0.125094,0.000794245,0.100106
0.97,0.12505,0.000417568,0.100056
0.98,0.125028,0.000209912,0.100031
0.99,0.125018,8.80743e-05,0.10002
1,0.125018,0,0.10002
