x,rho,u,p
0,0.999999,0,0.999999
0.01,0.999999,3.4641e-07,0.999999
0.02,0.999999,1.11487e-06,0.999998
0.03,0.999998,2.61911e-06,0.999997
0.04,0.999995,5.70182e-06,0.999993
0.05,0.99999,1.19775e-05,0.999986
0.06,0.999979,2.44856e-05,0.999971
0.07,0.999959,4.87929e-05,0.999942
0.08,0.99992,9.47791e-05,0.999888
0.09,0.999848,0.000179396,0.999788
0.1,0.99972,0.000330709,0.999609
0.11,0.999498,0.000593455,0.999298
0.12,0.999124,0.00103611,0.998775
0.13,0.998513,0.00175905,0.99792
0.14,0.997546,0.00290255,0.99657
0.15,0.996067,0.00465288,0.994506
0.16,0.99388,0.00724345,0.991458
0.17,0.990756,0.0109484,0.987111
0.18,0.986448,0.0160662,0.981133
0.19,0.980718,0.022894,0.973204
0.2,0.973363,0.0316946,0.963063
0.21,0.964244,0.0426643,0.950546
0.22,0.95331,0.0559079,0.935617
0.23,0.940604,0.0714286,0.918373
0.24,0.926251,0.0891339,0.89903
0.25,0.910444,0.108856,0.877891
0.26,0.893411,0.130378,0.855305
0.27,0.875394,0.15346,0.831631
0.28,0.856624,0.177863,0.807211
0.29,0.837318,0.20336,0.78235
0.3,0.817663,0.229745,0.757314
0.31,0.79782,0.256834,0.732323
0.32,0.777926,0.284468,0.707557
0.33,0.758093,0.312508,0.683163
0.34,0.738414,0.340831,0.659256
0.35,0.718966,0.369328,0.635929
0.36,0.699814,0.397903,0.613252
0.37,0.681011,0.426467,0.591283
0.38,0.662601,0.454935,0.570063
0.39,0.644622,0.483229,0.549626
0.4,0.627106,0.511272,0.529999
0.41,0.610081,0.538986,0.5112
0.42,0.593571,0.566295,0.493245
0.43,0.577597,0.593119,0.476144
0.44,0.562176,0.619377,0.459908
0.45,0.547324,0.644984,0.444543
0.46,0.533052,0.669855,0.430053
0.47,0.51937,0.693901,0.416441
0.48,0.50628,0.717035,0.403705
0.49,0.493781,0.739173,0.391843
0.5,0.481867,0.760238,0.380848
0.51,0.470526,0.780159,0.370709
0.52,0.459748,0.798736,0.361441
0.53,0.449491,0.816004,0.352995
0.54,0.439722,0.832024,0.345328
0.55,0.430425,0.846625,0.338455
0.56,0.421559,0.859782,0.332342
0.57,0.413077,0.871487,0.326954
0.58,0.404928,0.881747,0.322247
0.59,0.39706,0.89059,0.318173
0.6,0.389417,0.898061,0.314679
0.61,0.381948,0.904219,0.311703
0.62,0.374604,0.909138,0.309181
0.63,0.36734,0.912894,0.307046
0.64,0.360121,0.915568,0.305226
0.65,0.35292,0.917234,0.303649
0.66,0.345721,0.917956,0.302246
0.67,0.338516,0.917782,0.300945
0.68,0.331309,0.91674,0.299676
0.69,0.324109,0.914831,0.298374
0.7,0.31693,0.912028,0.296973
0.71,0.309791,0.90827,0.295406
0.72,0.302709,0.903464,0.293609
0.73,0.295696,0.897479,0.291516
0.74,0.288762,0.890145,0.289057
0.75,0.281904,0.881252,0.286161
0.76,0.275113,0.870549,0.282751
0.77,0.268366,0.857737,0.278746
0.78,0.261628,0.842477,0.274063
0.79,0.254853,0.824381,0.268617
0.8,0.247986,0.803019,0.262322
0.81,0.240961,0.777922,0.2551
0.82,0.233713,0.748592,0.246885
0.83,0.226174,0.714521,0.237633
0.84,0.218289,0.675228,0.227333
0.85,0.210023,0.630309,0.216024
0.86,0.20137,0.579527,0.203811
0.87,0.192372,0.522936,0.190884
0.88,0.183132,0.461053,0.177532
0.89,0.173826,0.395067,0.164149
0.9,0.164709,0.327021,0.151223
0.91,0.156101,0.259856,0.139289
0.92,0.148347,0.197129,0.128843
0.93,0.141749,0.142298,0.12024
0.94,0.136483,0.0977581,0.1136
0.95,0.132554,0.0641394,0.108797
0.96,0.129809,0.0403631,0.105528
0.97,0.128012,0.0243201,0.10343
0.98,0.126933,0.0136406,0.102187
0.99,0.126411,0.00614885,0.101591
1,0.126411,0,0.101592
