x,rho,u,p
0,1,0,1
0.01,1,2.51241e-09,1
0.02,1,8.64796e-09,1
0.03,1,2.08486e-08,1
0.04,1,5.22769e-08,1
0.05,1,1.33076e-07,1
0.06,1,3.30659e-07,1
0.07,0.999999,8.0035e-07,0.999999
0.08,0.999998,1.88718e-06,0.999998
0.09,0.999996,4.33302e-06,0.999995
0.1,0.999992,9.68269e-06,0.999989
0.11,0.999982,2.1047e-05,0.999975
0.12,0.999962,4.4476e-05,0.999947
0.13,0.999923,9.13141e-05,0.999892
0.14,0.999846,0.000182035,0.999785
0.15,0.999702,0.000352118,0.999583
0.16,0.999442,0.000660457,0.999219
0.17,0.998985,0.0012004,0.99858
0.18,0.998213,0.00211268,0.997502
0.19,0.996957,0.00359822,0.995749
0.2,0.994989,0.00592695,0.993006
0.21,0.992024,0.00943764,0.988881
0.22,0.987736,0.0145232,0.982931
0.23,0.981786,0.0215985,0.974701
0.24,0.973867,0.0310523,0.963794
0.25,0.963755,0.0431927,0.949936
0.26,0.951348,0.0581995,0.933038
0.27,0.936686,0.076099,0.913213
0.28,0.919944,0.0967686,0.890763
0.29,0.901395,0.119967,0.866123
0.3,0.881369,0.145381,0.839796
0.31,0.860207,0.172665,0.812289
0.32,0.838234,0.201483,0.78407
0.33,0.815737,0.231522,0.755548
0.34,0.792962,0.262505,0.727059
0.35,0.770114,0.29419,0.698877
0.36,0.747359,0.326369,0.671216
0.37,0.724832,0.35886,0.644242
0.38,0.702644,0.391503,0.618081
0.39,0.680883,0.424155,0.592831
0.4,0.659622,0.456683,0.568563
0.41,0.638921,0.488963,0.545331
0.42,0.618829,0.520876,0.523173
0.43,0.599385,0.552304,0.502117
0.44,0.580623,0.58313,0.482182
0.45,0.56257,0.613236,0.463381
0.46,0.545247,0.6425,0.445721
0.47,0.52867,0.670795,0.429209
0.48,0.512852,0.697994,0.413846
0.49,0.4978,0.723961,0.399634
0.5,0.483512,0.748563,0.386571
0.51,0.469978,0.771478,0.374678
0.52,0.457118,0.7928,0.363852
0.53,0.444887,0.812652,0.35402
0.54,0.43329,0.830741,0.345219
0.55,0.422287,0.846984,0.337418
0.56,0.411821,0.861332,0.330568
0.57,0.401829,0.873765,0.324609
0.58,0.392242,0.884294,0.319469
0.59,0.382989,0.892955,0.315067
0.6,0.374002,0.899806,0.311311
0.61,0.365217,0.904921,0.308101
0.62,0.356577,0.90838,0.305333
0.63,0.348038,0.910262,0.302897
0.64,0.339566,0.910631,0.300681
0.65,0.331141,0.90953,0.298573
0.66,0.322751,0.906971,0.296462
0.67,0.314397,0.902923,0.294239
0.68,0.306084,0.897306,0.291795
0.69,0.297819,0.889987,0.289024
0.7,0.289609,0.880775,0.285823
0.71,0.281452,0.869418,0.282085
0.72,0.273341,0.855602,0.277706
0.73,0.265254,0.838951,0.272581
0.74,0.257159,0.819029,0.266608
0.75,0.24901,0.795344,0.259688
0.76,0.240751,0.767363,0.251736
0.77,0.232321,0.734523,0.242686
0.78,0.223663,0.696271,0.232504
0.79,0.214727,0.652112,0.221205
0.8,0.20549,0.601695,0.208873
0.81,0.19597,0.544942,0.19568
0.82,0.186243,0.48223,0.181907
0.83,0.176459,0.414625,0.167957
0.84,0.166856,0.344118,0.154347
0.85,0.157754,0.27374,0.141665
0.86,0.149517,0.207353,0.130485
0.87,0.142482,0.14891,0.121238
0.88,0.136862,0.101336,0.114103
0.89,0.13268,0.0656093,0.108966
0.9,0.129773,0.0407109,0.105494
0.91,0.127868,0.0244142,0.103268
0.92,0.126677,0.0142562,0.101899
0.93,0.12596,0.00815156,0.101083
0.94,0.12554,0.00458114,0.100607
0.95,0.1253,0.00253572,0.100336
0.96,0.125164,0.00138249,0.100184
0.97,0.125089,0.000738695,0.1001
0.98,0.12505,0.000376734,0.100056
0.99,0.125032,0.000159679,0.100036
1,0.125032,0,0.100036
