x,rho,u,p
0,1,0,1
0.01,1,6.28141e-09,1
0.02,1,1.83879e-08,1
0.03,1,4.72873e-08,1
0.04,1,1.19991e-07,1
0.05,1,2.96027e-07,1
0.06,0.999999,7.1148e-07,0.999999
0.07,0.999999,1.66662e-06,0.999998
0.08,0.999997,3.80386e-06,0.999995
0.09,0.999993,8.45514e-06,0.99999
0.1,0.999985,1.82936e-05,0.999978
0.11,0.999967,3.85056e-05,0.999954
0.12,0.999933,7.88031e-05,0.999907
0.13,0.999868,0.00015671,0.999815
0.14,0.999744,0.000302629,0.999642
0.15,0.99952,0.000567158,0.999329
0.16,0.999128,0.00103084,0.998781
0.17,0.998464,0.00181589,0.997853
0.18,0.99738,0.00309828,0.996339
0.19,0.995673,0.00511723,0.993959
0.2,0.993088,0.00817759,0.99036
0.21,0.989324,0.0126402,0.985131
0.22,0.984058,0.0188967,0.977837
0.23,0.976986,0.0273288,0.968079
0.24,0.967865,0.0382586,0.95555
0.25,0.956555,0.0519011,0.940102
0.26,0.943048,0.0683332,0.921774
0.27,0.927463,0.0874881,0.90079
0.28,0.910029,0.109176,0.877519
0.29,0.891039,0.133123,0.852417
0.3,0.870818,0.159011,0.825968
0.31,0.849679,0.186517,0.798633
0.32,0.827911,0.215334,0.770824
0.33,0.805765,0.245185,0.74289
0.34,0.783451,0.275827,0.715118
0.35,0.761145,0.307049,0.687736
0.36,0.738987,0.338668,0.660924
0.37,0.717094,0.370523,0.634821
0.38,0.695561,0.402473,0.609533
0.39,0.674463,0.434389,0.58514
0.4,0.653864,0.46615,0.561704
0.41,0.633816,0.497642,0.53927
0.42,0.614361,0.528756,0.51787
0.43,0.595537,0.559383,0.497527
0.44,0.577372,0.589411,0.478258
0.45,0.559891,0.61873,0.460076
0.46,0.543113,0.647223,0.442986
0.47,0.527053,0.674773,0.426994
0.48,0.511723,0.701253,0.412103
0.49,0.497127,0.72654,0.398314
0.5,0.483263,0.750503,0.385624
0.51,0.470114,0.772909,0.374038
0.52,0.45762,0.793791,0.36348
0.53,0.445739,0.813202,0.353894
0.54,0.434464,0.830933,0.345296
0.55,0.423758,0.846906,0.337657
0.56,0.413568,0.861072,0.330934
0.57,0.403837,0.873412,0.325073
0.58,0.394497,0.883937,0.32001
0.59,0.385483,0.892681,0.315668
0.6,0.376728,0.899701,0.311965
0.61,0.368169,0.905068,0.308808
0.62,0.359752,0.908864,0.306101
0.63,0.351431,0.911169,0.303742
0.64,0.343174,0.912053,0.301627
0.65,0.334958,0.911569,0.299652
0.66,0.326772,0.909741,0.297714
0.67,0.318616,0.906559,0.29571
0.68,0.310495,0.901968,0.293541
0.69,0.302419,0.895865,0.291108
0.7,0.294396,0.888097,0.288312
0.71,0.286431,0.878452,0.285057
0.72,0.278521,0.866663,0.281243
0.73,0.270653,0.852401,0.27677
0.74,0.2628,0.835282,0.271539
0.75,0.254924,0.814865,0.26545
0.76,0.246976,0.790657,0.258411
0.77,0.238896,0.762127,0.25034
0.78,0.230622,0.728722,0.241177
0.79,0.222094,0.689902,0.230897
0.8,0.213267,0.645194,0.219521
0.81,0.204123,0.594282,0.207144
0.82,0.194685,0.537135,0.193946
0.83,0.18504,0.474193,0.180219
0.84,0.175348,0.4066,0.166372
0.85,0.165856,0.336424,0.152925
0.86,0.156888,0.266749,0.140457
0.87,0.148807,0.201415,0.129523
0.88,0.141937,0.144258,0.120526
0.89,0.136475,0.0980008,0.113616
0.9,0.132427,0.0634207,0.108658
0.91,0.129619,0.0393873,0.105312
0.92,0.127781,0.0236693,0.103168
0.93,0.126632,0.0138631,0.101846
0.94,0.125938,0.00795623,0.101057
0.95,0.12553,0.0044892,0.100596
0.96,0.125296,0.00249229,0.100332
0.97,0.125164,0.00135459,0.100184
0.98,0.125094,0.000701221,0.100105
0.99,0.125062,0.000300296,0.10007
1,0.125062,0,0.10007
