x,rho,u,p
0,1,0,1
0.01,1,0,1
0.02,1,0,1
0.03,1,0,1
0.04,1,0,1
0.05,1,0,1
0.06,1,0,1
0.07,1,0,1
0.08,1,0,1
0.09,1,0,1
0.1,1,2.26609e-17,1
0.11,1,1.53038e-16,1
0.12,1,1.16782e-15,1
0.13,1,6.94026e-15,1
0.14,1,3.92129e-14,1
0.15,1,2.15108e-13,1
0.16,1,1.14841e-12,1
0.17,1,6.02651e-12,1
0.18,1,3.16611e-11,1
0.19,1,1.69057e-10,1
0.2,1,8.93647e-10,1
0.21,1,4.29735e-09,1
0.22,1,1.56776e-08,1
0.23,1,5.61712e-08,1
0.24,1,2.055e-07,1
0.25,0.999999,7.16859e-07,0.999999
0.26,0.999998,2.38448e-06,0.999997
0.27,0.999994,7.55495e-06,0.999991
0.28,0.999981,2.27669e-05,0.999973
0.29,0.999945,6.51487e-05,0.999923
0.3,0.99985,0.000176711,0.999791
0.31,0.999614,0.000453465,0.999463
0.32,0.999064,0.00109862,0.9987
0.33,0.99786,0.00250748,0.997034
0.34,0.9954,0.0053795,0.993644
0.35,0.990727,0.0108249,0.987238
0.36,0.982514,0.0203918,0.976056
0.37,0.969216,0.0359116,0.958125
0.38,0.949463,0.0591014,0.931821
0.39,0.922581,0.0910063,0.896589
0.4,0.888958,0.131564,0.853381
0.41,0.849961,0.179604,0.804431
0.42,0.807442,0.233294,0.752477
0.43,0.763194,0.290704,0.699994
0.44,0.718661,0.350146,0.648829
0.45,0.674896,0.410238,0.6002
0.46,0.632631,0.46985,0.554845
0.47,0.592363,0.528011,0.513175
0.48,0.554425,0.583841,0.47539
0.49,0.519033,0.636512,0.441566
0.5,0.48633,0.683307,0.411967
0.51,0.455883,0.72494,0.385804
0.52,0.427494,0.762552,0.362496
0.53,0.401423,0.793284,0.342431
0.54,0.377429,0.81641,0.325221
0.55,0.355236,0.831322,0.310406
0.56,0.334555,0.837548,0.297453
0.57,0.315102,0.834741,0.285766
0.58,0.296616,0.822635,0.274715
0.59,0.278885,0.800992,0.263668
0.6,0.261749,0.769528,0.252046
0.61,0.245111,0.727889,0.239375
0.62,0.228932,0.675698,0.225346
0.63,0.21323,0.612721,0.209873
0.64,0.198082,0.539209,0.193145
0.65,0.18364,0.456447,0.175672
0.66,0.170153,0.367438,0.158292
0.67,0.157983,0.277471,0.142095
0.68,0.147578,0.193883,0.128211
0.69,0.139339,0.124185,0.11745
0.7,0.133421,0.0728912,0.109984
0.71,0.129596,0.0395856,0.105335
0.72,0.127357,0.0201831,0.102695
0.73,0.126149,0.00979194,0.101301
0.74,0.125537,0.00456309,0.100605
0.75,0.125242,0.00205378,0.100272
0.76,0.125106,0.000895351,0.100118
0.77,0.125045,0.000378579,0.10005
0.78,0.125018,0.000155341,0.100021
0.79,0.125007,6.18671e-05,0.100008
0.8,0.125003,2.39166e-05,0.100003
0.81,0.125001,8.97445e-06,0.100001
0.82,0.125,3.26887e-06,0.1
0.83,0.125,1.15541e-06,0.1
0.84,0.125,3.98657e-07,0.1
0.85,0.125,1.24906e-07,0.1
0.86,0.125,3.90037e-08,0.1
0.87,0.125,1.38526e-08,0.1
0.88,0.125,4.49745e-09,0.1
0.89,0.125,1.34209e-09,0.1
0.9,0.125,3.8872e-10,0.1
0.91,0.125,1.09069e-10,0.1
0.92,0.125,2.97013e-11,0.1
0.93,0.125,7.85542e-12,0.1
0.94,0.125,2.01824e-12,0.1
0.95,0.125,5.03802e-13,0.1
0.96,0.125,1.22175e-13,0.1
0.97,0.125,2.87431e-14,0.1
0.98,0.125,6.57003e-15,0.1
0.99,0.125,1.37162e-15,0.1
1,0.125,0,0.1
