x,rho,u,p
0,1,0,1
0.01,1,1.6847e-08,1
0.02,1,5.66318e-08,1
0.03,1,1.46769e-07,1
0.04,1,3.57546e-07,1
0.05,0.999999,8.44148e-07,0.999999
0.06,0.999998,1.94145e-06,0.999998
0.07,0.999996,4.35243e-06,0.999995
0.08,0.999992,9.5086e-06,0.999989
0.09,0.999983,2.0234e-05,0.999976
0.1,0.999965,4.1918e-05,0.99995
0.11,0.999929,8.4496e-05,0.9999
0.12,0.99986,0.00016563,0.999804
0.13,0.999733,0.000315537,0.999627
0.14,0.999506,0.000583855,0.999309
0.15,0.999113,0.00104865,0.99876
0.16,0.998455,0.00182709,0.99784
0.17,0.99739,0.00308629,0.996353
0.18,0.995729,0.00505154,0.994036
0.19,0.993232,0.00800816,0.990559
0.2,0.989619,0.0122925,0.985538
0.21,0.984589,0.0182689,0.978568
0.22,0.977859,0.0262939,0.969273
0.23,0.969196,0.0366709,0.957363
0.24,0.958465,0.0496081,0.942686
0.25,0.945644,0.0651894,0.925261
0.26,0.930833,0.0833672,0.905276
0.27,0.91423,0.103979,0.883056
0.28,0.8961,0.126782,0.859016
0.29,0.87674,0.151485,0.833599
0.3,0.856445,0.17779,0.80724
0.31,0.835488,0.205407,0.780331
0.32,0.814108,0.234076,0.753209
0.33,0.792511,0.263563,0.726154
0.34,0.770866,0.293665,0.699394
0.35,0.749315,0.324208,0.673109
0.36,0.727972,0.355038,0.647438
0.37,0.70693,0.386018,0.622491
0.38,0.686266,0.417027,0.598351
0.39,0.666043,0.447953,0.575082
0.4,0.646313,0.478689,0.552731
0.41,0.627121,0.509135,0.531335
0.42,0.608501,0.539191,0.510919
0.43,0.590486,0.568757,0.491504
0.44,0.5731,0.597732,0.473102
0.45,0.556366,0.626013,0.455723
0.46,0.5403,0.653491,0.439375
0.47,0.524916,0.680056,0.424063
0.48,0.510223,0.705592,0.409787
0.49,0.496223,0.729982,0.39655
0.5,0.482911,0.753107,0.384344
0.51,0.470268,0.77484,0.373159
0.52,0.458253,0.795137,0.362953
0.53,0.446832,0.813963,0.35369
0.54,0.435983,0.831212,0.345359
0.55,0.42567,0.846813,0.337935
0.56,0.415848,0.860719,0.331381
0.57,0.406462,0.872912,0.325651
0.58,0.397451,0.883401,0.320687
0.59,0.388753,0.892219,0.316422
0.6,0.380305,0.89942,0.312783
0.61,0.372047,0.905072,0.309687
0.62,0.363926,0.909255,0.307047
0.63,0.355896,0.912052,0.304771
0.64,0.347924,0.913537,0.302767
0.65,0.339987,0.913774,0.30094
0.66,0.332072,0.912801,0.299196
0.67,0.324178,0.91063,0.297443
0.68,0.316309,0.907235,0.295589
0.69,0.308478,0.90255,0.293547
0.7,0.300696,0.896462,0.291227
0.71,0.292973,0.888811,0.28854
0.72,0.285313,0.879385,0.285398
0.73,0.277711,0.86792,0.28171
0.74,0.270152,0.854095,0.27738
0.75,0.262608,0.837537,0.272315
0.76,0.255039,0.817822,0.266419
0.77,0.247391,0.794474,0.259602
0.78,0.239606,0.766978,0.251784
0.79,0.231618,0.734797,0.242901
0.8,0.223366,0.697397,0.232922
0.81,0.214801,0.654299,0.221857
0.82,0.205899,0.605151,0.209783
0.83,0.196673,0.549851,0.196856
0.84,0.187196,0.488707,0.183337
0.85,0.177609,0.422657,0.169597
0.86,0.16814,0.353492,0.156122
0.87,0.159092,0.283987,0.143469
0.88,0.15082,0.217757,0.132195
0.89,0.143663,0.158641,0.122744
0.9,0.137856,0.109685,0.115332
0.91,0.133457,0.0722007,0.109901
0.92,0.130341,0.0455483,0.106163
0.93,0.128261,0.027761,0.103723
0.94,0.126938,0.0164684,0.102197
0.95,0.126128,0.00956096,0.101273
0.96,0.125647,0.00544522,0.100728
0.97,0.125369,0.00302851,0.100415
0.98,0.125217,0.00159861,0.100244
0.99,0.125147,0.000693674,0.100165
1,0.125147,0,0.100165
