x,rho,u,p
0,1,0,1
0.01,1,0,1
0.02,1,0,1
0.03,1,3.33446e-17,1
0.04,1,1.77893e-16,1
0.05,1,1.1564e-15,1
0.06,1,5.49948e-15,1
0.07,1,2.52306e-14,1
0.08,1,1.13458e-13,1
0.09,1,4.99674e-13,1
0.1,1,2.16947e-12,1
0.11,1,9.35271e-12,1
0.12,1,4.03707e-11,1
0.13,1,1.78924e-10,1
0.14,1,8.33245e-10,1
0.15,1,3.6614e-09,1
0.16,1,1.19246e-08,1
0.17,1,3.54825e-08,1
0.18,1,1.13565e-07,1
0.19,1,3.50762e-07,1
0.2,0.999999,1.04352e-06,0.999999
0.21,0.999997,2.98757e-06,0.999996
0.22,0.999993,8.22329e-06,0.99999
0.23,0.999982,2.1739e-05,0.999974
0.24,0.999953,5.51325e-05,0.999935
0.25,0.999887,0.000133976,0.999841
0.26,0.999736,0.000311551,0.999631
0.27,0.999413,0.000692347,0.999181
0.28,0.998755,0.0014682,0.998264
0.29,0.997483,0.00296674,0.996493
0.3,0.995157,0.00570396,0.993265
0.31,0.991148,0.0104207,0.987722
0.32,0.984652,0.0180708,0.978782
0.33,0.974782,0.0297263,0.965286
0.34,0.960746,0.0463901,0.946253
0.35,0.942069,0.0687566,0.921192
0.36,0.918759,0.0970158,0.89032
0.37,0.891327,0.130804,0.854545
0.38,0.860637,0.169328,0.815233
0.39,0.827687,0.211589,0.773865
0.4,0.793416,0.256581,0.731777
0.41,0.758615,0.303409,0.690033
0.42,0.723901,0.351313,0.64942
0.43,0.689744,0.399659,0.610486
0.44,0.656495,0.447904,0.573602
0.45,0.624415,0.495563,0.539009
0.46,0.593699,0.542181,0.506856
0.47,0.564487,0.587312,0.477231
0.48,0.53687,0.63051,0.450168
0.49,0.51089,0.671324,0.425661
0.5,0.48653,0.709175,0.403668
0.51,0.463671,0.743899,0.383994
0.52,0.442232,0.775341,0.366481
0.53,0.422202,0.802907,0.351099
0.54,0.403491,0.826197,0.337719
0.55,0.385973,0.844898,0.326159
0.56,0.369495,0.858781,0.316187
0.57,0.35389,0.867701,0.307527
0.58,0.338992,0.871571,0.299862
0.59,0.324648,0.870339,0.292846
0.6,0.310722,0.863942,0.286116
0.61,0.297107,0.852268,0.279306
0.62,0.283723,0.835113,0.272064
0.63,0.270514,0.812149,0.264064
0.64,0.257441,0.782913,0.25503
0.65,0.244481,0.746827,0.244743
0.66,0.231619,0.703251,0.233071
0.67,0.21885,0.651594,0.219983
0.68,0.206191,0.59149,0.205589
0.69,0.193701,0.523073,0.190167
0.7,0.181502,0.447355,0.174197
0.71,0.169815,0.366677,0.158366
0.72,0.158968,0.285048,0.143521
0.73,0.149373,0.20799,0.13053
0.74,0.14143,0.141377,0.120059
0.75,0.135374,0.0893962,0.112355
0.76,0.131154,0.0528966,0.107178
0.77,0.128459,0.0296077,0.103972
0.78,0.126859,0.0158575,0.102113
0.79,0.125964,0.00820155,0.101089
0.8,0.125486,0.00412133,0.100546
0.81,0.125238,0.00201934,0.100267
0.82,0.125114,0.000966581,0.100128
0.83,0.125053,0.000452393,0.10006
0.84,0.125024,0.000207111,0.100027
0.85,0.125011,9.27564e-05,0.100012
0.86,0.125005,4.06378e-05,0.100005
0.87,0.125002,1.74153e-05,0.100002
0.88,0.125001,7.29996e-06,0.100001
0.89,0.125,2.99296e-06,0.1
0.9,0.125,1.20043e-06,0.1
0.91,0.125,4.71003e-07,0.1
0.92,0.125,1.7498e-07,0.1
0.93,0.125,6.1919e-08,0.1
0.94,0.125,2.38694e-08,0.1
0.95,0.125,9.3859e-09,0.1
0.96,0.125,3.35247e-09,0.1
0.97,0.125,1.15795e-09,0.1
0.98,0.125,3.88253e-10,0.1
0.99,0.125,1.17937e-10,0.1
1,0.125,0,0.1
