x,rho,u,p
0,1,0,1
0.01,1,0,1
0.02,1,0,1
0.03,1,0,1
0.04,1,0,1
0.05,1,0,1
0.06,1,0,1
0.07,1,0,1
0.08,1,0,1
0.09,1,0,1
0.1,1,0,1
0.11,1,0,1
0.12,1,1.71166e-17,1
0.13,1,1.31337e-16,1
0.14,1,1.06794e-15,1
0.15,1,6.95728e-15,1
0.16,1,4.24848e-14,1
0.17,1,2.50882e-13,1
0.18,1,1.44025e-12,1
0.19,1,8.12653e-12,1
0.2,1,4.53838e-11,1
0.21,1,2.47147e-10,1
0.22,1,1.41712e-09,1
0.23,1,6.61028e-09,1
0.24,1,2.45431e-08,1
0.25,1,9.57386e-08,1
0.26,1,3.61184e-07,1
0.27,0.999999,1.29654e-06,0.999998
0.28,0.999996,4.42009e-06,0.999995
0.29,0.999988,1.42891e-05,0.999983
0.3,0.999963,4.3726e-05,0.999948
0.31,0.999892,0.000126415,0.99985
0.32,0.999706,0.000344557,0.999592
0.33,0.999245,0.000883355,0.998955
0.34,0.99818,0.00212502,0.997486
0.35,0.995894,0.00478457,0.994344
0.36,0.991348,0.0100574,0.988133
0.37,0.98303,0.0196917,0.976856
0.38,0.969098,0.0358473,0.958164
0.39,0.947846,0.0606261,0.930039
0.4,0.918396,0.0953463,0.891745
0.41,0.881225,0.139929,0.844455
0.42,0.838071,0.192868,0.790969
0.43,0.791249,0.251845,0.734649
0.44,0.742928,0.314484,0.678406
0.45,0.694775,0.378768,0.624289
0.46,0.647952,0.443075,0.573559
0.47,0.603231,0.50607,0.526917
0.48,0.56111,0.56659,0.484704
0.49,0.5219,0.623569,0.447044
0.5,0.485789,0.673992,0.414209
0.51,0.452346,0.718363,0.385358
0.52,0.421352,0.757667,0.359839
0.53,0.393044,0.788727,0.337981
0.54,0.367129,0.810622,0.319288
0.55,0.343275,0.822577,0.303171
0.56,0.321136,0.823994,0.288959
0.57,0.300384,0.814442,0.275917
0.58,0.280729,0.793607,0.263292
0.59,0.261948,0.761226,0.250369
0.6,0.243894,0.717045,0.236557
0.61,0.226501,0.660859,0.221463
0.62,0.209788,0.592716,0.204978
0.63,0.193853,0.513342,0.187347
0.64,0.178892,0.424829,0.169209
0.65,0.165212,0.331435,0.151581
0.66,0.153232,0.240026,0.135709
0.67,0.143409,0.159135,0.122743
0.68,0.136054,0.095957,0.113291
0.69,0.131115,0.0528879,0.107172
0.7,0.128144,0.0270215,0.103619
0.71,0.126521,0.0130026,0.10173
0.72,0.125701,0.00596563,0.100791
0.73,0.12531,0.00262953,0.100348
0.74,0.125132,0.00111801,0.100148
0.75,0.125054,0.000459405,0.100061
0.76,0.125022,0.000182592,0.100024
0.77,0.125008,7.0217e-05,0.100009
0.78,0.125003,2.61287e-05,0.100003
0.79,0.125001,9.40843e-06,0.100001
0.8,0.125,3.27829e-06,0.1
0.81,0.125,1.10517e-06,0.1
0.82,0.125,3.61424e-07,0.1
0.83,0.125,1.0761e-07,0.1
0.84,0.125,3.22616e-08,0.1
0.85,0.125,1.08619e-08,0.1
0.86,0.125,3.28408e-09,0.1
0.87,0.125,9.19032e-10,0.1
0.88,0.125,2.48465e-10,0.1
0.89,0.125,6.49563e-11,0.1
0.9,0.125,1.64405e-11,0.1
0.91,0.125,4.02951e-12,0.1
0.92,0.125,9.56479e-13,0.1
0.93,0.125,2.19951e-13,0.1
0.94,0.125,4.89669e-14,0.1
0.95,0.125,1.05647e-14,0.1
0.96,0.125,2.20972e-15,0.1
0.97,0.125,4.16683e-16,0.1
0.98,0.125,3.99384e-17,0.1
0.99,0.125,0,0.1
1,0.125,0,0.1
