x,rho,u,p
0,1,0,1
0.01,1,6.17684e-16,1
0.02,1,3.34794e-15,1
0.03,1,1.44301e-14,1
0.04,1,6.01674e-14,1
0.05,1,2.45382e-13,1
0.06,1,9.82709e-13,1
0.07,1,3.89106e-12,1
0.08,1,1.54057e-11,1
0.09,1,6.21741e-11,1
0.1,1,2.61817e-10,1
0.11,1,1.14055e-09,1
0.12,1,4.58822e-09,1
0.13,1,1.35929e-08,1
0.14,1,3.78654e-08,1
0.15,1,1.13924e-07,1
0.16,1,3.31103e-07,1
0.17,0.999999,9.30244e-07,0.999999
0.18,0.999998,2.5245e-06,0.999997
0.19,0.999994,6.61246e-06,0.999992
0.2,0.999986,1.67028e-05,0.99998
0.21,0.999966,4.06493e-05,0.999952
0.22,0.999919,9.52185e-05,0.999887
0.23,0.999819,0.000214455,0.999746
0.24,0.999607,0.000463884,0.999451
0.25,0.999185,0.000962581,0.998861
0.26,0.998379,0.0019138,0.997737
0.27,0.996914,0.0036414,0.995697
0.28,0.994386,0.00662299,0.992185
0.29,0.990249,0.0115033,0.986456
0.3,0.983849,0.0190661,0.97763
0.31,0.974502,0.0301474,0.964813
0.32,0.961631,0.0454936,0.947291
0.33,0.944909,0.0655994,0.924733
0.34,0.924363,0.090589,0.897323
0.35,0.900372,0.120195,0.865733
0.36,0.87357,0.153845,0.830969
0.37,0.8447,0.190803,0.794149
0.38,0.814488,0.230312,0.756322
0.39,0.783565,0.271672,0.718366
0.4,0.752446,0.314278,0.680966
0.41,0.721536,0.357618,0.644627
0.42,0.691146,0.401257,0.609713
0.43,0.661516,0.444814,0.576477
0.44,0.63283,0.487946,0.54509
0.45,0.605229,0.530328,0.515667
0.46,0.578816,0.571646,0.488277
0.47,0.553664,0.611593,0.462953
0.48,0.529813,0.649872,0.439697
0.49,0.507274,0.686201,0.418484
0.5,0.486035,0.720318,0.399269
0.51,0.466076,0.75171,0.382039
0.52,0.447317,0.780269,0.366669
0.53,0.429688,0.805941,0.35304
0.54,0.413146,0.828239,0.34112
0.55,0.397585,0.846976,0.330774
0.56,0.382889,0.862013,0.321843
0.57,0.368932,0.873263,0.314141
0.58,0.355586,0.880689,0.307452
0.59,0.342728,0.884293,0.301535
0.6,0.330244,0.884084,0.29613
0.61,0.318041,0.880056,0.290963
0.62,0.306044,0.872151,0.285758
0.63,0.294198,0.860234,0.280245
0.64,0.282464,0.844062,0.274166
0.65,0.270816,0.823277,0.267285
0.66,0.25923,0.797398,0.259395
0.67,0.247684,0.765842,0.250326
0.68,0.236152,0.727959,0.239958
0.69,0.224611,0.6831,0.228239
0.7,0.213046,0.630729,0.215209
0.71,0.201469,0.570592,0.201026
0.72,0.18994,0.502968,0.185998
0.73,0.178594,0.429007,0.17061
0.74,0.167665,0.351104,0.155514
0.75,0.157491,0.273125,0.141483
0.76,0.148476,0.200144,0.129278
0.77,0.140996,0.137333,0.119453
0.78,0.13526,0.0882014,0.112185
0.79,0.131217,0.0533335,0.107241
0.8,0.128587,0.0306659,0.104117
0.81,0.126988,0.0169418,0.102259
0.82,0.126067,0.00906901,0.101205
0.83,0.125557,0.00473084,0.100627
0.84,0.125285,0.0024132,0.10032
0.85,0.125142,0.00120601,0.10016
0.86,0.12507,0.000591043,0.100078
0.87,0.125034,0.000284167,0.100038
0.88,0.125016,0.000134051,0.100018
0.89,0.125007,6.20434e-05,0.100008
0.9,0.125003,2.81723e-05,0.100004
0.91,0.125001,1.2549e-05,0.100002
0.92,0.125001,5.48303e-06,0.100001
0.93,0.125,2.34967e-06,0.1
0.94,0.125,9.87736e-07,0.1
0.95,0.125,4.08782e-07,0.1
0.96,0.125,1.57555e-07,0.1
0.97,0.125,5.93571e-08,0.1
0.98,0.125,2.41041e-08,0.1
0.99,0.125,8.85015e-09,0.1
1,0.125,0,0.1
