x,rho,u,p
0,1,0,1
0.01,1,0,1
0.02,1,0,1
0.03,1,0,1
0.04,1,0,1
0.05,1,0,1
0.06,1,0,1
0.07,1,0,1
0.08,1,0,1
0.09,1,2.82255e-17,1
0.1,1,2.08967e-16,1
0.11,1,1.47983e-15,1
0.12,1,8.31599e-15,1
0.13,1,4.52222e-14,1
0.14,1,2.38661e-13,1
0.15,1,1.2303e-12,1
0.16,1,6.22609e-12,1
0.17,1,3.12782e-11,1
0.18,1,1.60011e-10,1
0.19,1,8.31955e-10,1
0.2,1,3.96705e-09,1
0.21,1,1.44206e-08,1
0.22,1,4.90203e-08,1
0.23,1,1.76187e-07,1
0.24,0.999999,6.02052e-07,0.999999
0.25,0.999998,1.96603e-06,0.999998
0.26,0.999995,6.12793e-06,0.999993
0.27,0.999985,1.82059e-05,0.999978
0.28,0.999956,5.14794e-05,0.999939
0.29,0.999883,0.000138314,0.999836
0.3,0.9997,0.000352484,0.999583
0.31,0.999277,0.00085042,0.998994
0.32,0.998349,0.00193854,0.997707
0.33,0.996445,0.00416648,0.995076
0.34,0.9928,0.00842615,0.990058
0.35,0.986309,0.0160047,0.981176
0.36,0.975611,0.0285095,0.966655
0.37,0.959353,0.0475955,0.94482
0.38,0.936622,0.0745127,0.914705
0.39,0.907344,0.109657,0.876572
0.4,0.872389,0.152394,0.831974
0.41,0.833274,0.201304,0.783252
0.42,0.791675,0.254655,0.732815
0.43,0.749067,0.310807,0.682648
0.44,0.706588,0.368376,0.634164
0.45,0.665058,0.426232,0.588283
0.46,0.625052,0.483434,0.545558
0.47,0.586968,0.539149,0.5063
0.48,0.551076,0.592602,0.470666
0.49,0.517557,0.643023,0.438718
0.5,0.48652,0.688073,0.410672
0.51,0.457554,0.728398,0.38581
0.52,0.430483,0.764972,0.36362
0.53,0.405543,0.795349,0.344448
0.54,0.38253,0.818849,0.327976
0.55,0.361199,0.834928,0.313803
0.56,0.341284,0.843171,0.301458
0.57,0.322522,0.843273,0.290415
0.58,0.304672,0.835007,0.280103
0.59,0.287527,0.818162,0.269944
0.6,0.270929,0.792484,0.259384
0.61,0.254771,0.757626,0.247942
0.62,0.238996,0.713155,0.235255
0.63,0.223594,0.65864,0.221128
0.64,0.208601,0.593863,0.205582
0.65,0.194107,0.519195,0.188897
0.66,0.180277,0.436149,0.171652
0.67,0.167378,0.348019,0.15472
0.68,0.155787,0.260307,0.139173
0.69,0.145952,0.180228,0.126052
0.7,0.138244,0.11464,0.116035
0.71,0.132763,0.067099,0.109166
0.72,0.129246,0.0365163,0.104914
0.73,0.127191,0.0187406,0.102501
0.74,0.126078,0.00918351,0.10122
0.75,0.12551,0.00433378,0.100574
0.76,0.125233,0.00197932,0.100262
0.77,0.125103,0.000877146,0.100116
0.78,0.125045,0.000377623,0.10005
0.79,0.125019,0.000158012,0.100021
0.8,0.125008,6.42744e-05,0.100009
0.81,0.125003,2.54164e-05,0.100003
0.82,0.125001,9.77037e-06,0.100001
0.83,0.125,3.6511e-06,0.1
0.84,0.125,1.32661e-06,0.1
0.85,0.125,4.69875e-07,0.1
0.86,0.125,1.54695e-07,0.1
0.87,0.125,4.86664e-08,0.1
0.88,0.125,1.77239e-08,0.1
0.89,0.125,5.98298e-09,0.1
0.9,0.125,1.85571e-09,0.1
0.91,0.125,5.57787e-10,0.1
0.92,0.125,1.62724e-10,0.1
0.93,0.125,4.61295e-11,0.1
0.94,0.125,1.27154e-11,0.1
0.95,0.125,3.40905e-12,0.1
0.96,0.125,8.89138e-13,0.1
0.97,0.125,2.25542e-13,0.1
0.98,0.125,5.55936e-14,0.1
0.99,0.125,1.28214e-14,0.1
1,0.125,0,0.1
