x,rho,u,p
0,1,0,1
0.01,1,1.544e-14,1
0.02,1,7.61479e-14,1
0.03,1,3.01401e-13,1
0.04,1,1.15459e-12,1
0.05,1,4.36594e-12,1
0.06,1,1.64595e-11,1
0.07,1,6.30245e-11,1
0.08,1,2.53374e-10,1
0.09,1,1.08155e-09,1
0.1,1,4.32124e-09,1
0.11,1,1.24935e-08,1
0.12,1,3.34156e-08,1
0.13,1,9.70337e-08,1
0.14,1,2.74092e-07,1
0.15,0.999999,7.50134e-07,0.999999
0.16,0.999998,1.98703e-06,0.999998
0.17,0.999996,5.09107e-06,0.999994
0.18,0.999989,1.26075e-05,0.999985
0.19,0.999975,3.01516e-05,0.999964
0.2,0.999941,6.95774e-05,0.999918
0.21,0.999869,0.000154774,0.999817
0.22,0.99972,0.000331569,0.999608
0.23,0.999422,0.000683354,0.999192
0.24,0.998854,0.00135348,0.998399
0.25,0.997821,0.00257348,0.996958
0.26,0.996026,0.0046925,0.994458
0.27,0.993057,0.00819755,0.990334
0.28,0.988392,0.0137097,0.983876
0.29,0.981443,0.0219403,0.974295
0.3,0.971638,0.0335995,0.960854
0.31,0.958542,0.0492717,0.943029
0.32,0.941962,0.0692919,0.920658
0.33,0.922004,0.0936737,0.894015
0.34,0.899054,0.12212,0.863752
0.35,0.873678,0.154107,0.830757
0.36,0.846513,0.189003,0.795983
0.37,0.818169,0.226165,0.760312
0.38,0.789178,0.265006,0.724487
0.39,0.759978,0.305014,0.689092
0.4,0.730916,0.345756,0.65457
0.41,0.702264,0.386859,0.621244
0.42,0.674233,0.428,0.589345
0.43,0.646987,0.468888,0.559036
0.44,0.620655,0.509252,0.530428
0.45,0.595333,0.548834,0.503593
0.46,0.571095,0.587383,0.478572
0.47,0.547988,0.624654,0.455381
0.48,0.526039,0.660408,0.434018
0.49,0.50526,0.69441,0.414466
0.5,0.485648,0.726439,0.396699
0.51,0.467197,0.755902,0.380745
0.52,0.449809,0.782841,0.366455
0.53,0.433416,0.807377,0.353703
0.54,0.418004,0.828954,0.342513
0.55,0.403481,0.84743,0.332773
0.56,0.389741,0.862699,0.324353
0.57,0.376674,0.874702,0.317103
0.58,0.364167,0.883423,0.310848
0.59,0.352111,0.888879,0.305393
0.6,0.340406,0.891107,0.300526
0.61,0.328964,0.890138,0.296021
0.62,0.317716,0.885971,0.291648
0.63,0.306611,0.878554,0.287173
0.64,0.295612,0.86775,0.28237
0.65,0.284694,0.853331,0.277021
0.66,0.27384,0.834957,0.270924
0.67,0.26303,0.81218,0.263897
0.68,0.252241,0.784454,0.255782
0.69,0.241445,0.751157,0.246455
0.7,0.230608,0.711637,0.235838
0.71,0.219698,0.665285,0.223919
0.72,0.2087,0.611645,0.210775
0.73,0.197632,0.550594,0.1966
0.74,0.186568,0.482593,0.181734
0.75,0.175666,0.409004,0.166679
0.76,0.165183,0.332422,0.152086
0.77,0.155472,0.256806,0.138694
0.78,0.146933,0.18707,0.127189
0.79,0.139911,0.1279,0.118033
0.8,0.134569,0.0821459,0.111316
0.81,0.130824,0.0498858,0.106762
0.82,0.128387,0.0289241,0.10388
0.83,0.126898,0.0161678,0.102155
0.84,0.126033,0.00877974,0.101166
0.85,0.125549,0.00465596,0.100617
0.86,0.125285,0.00241879,0.10032
0.87,0.125146,0.00123311,0.100163
0.88,0.125073,0.000617448,0.100082
0.89,0.125036,0.000303777,0.10004
0.9,0.125017,0.000146863,0.100019
0.91,0.125008,6.97689e-05,0.100009
0.92,0.125004,3.25663e-05,0.100004
0.93,0.125002,1.49345e-05,0.100002
0.94,0.125001,6.72817e-06,0.100001
0.95,0.125,2.97757e-06,0.1
0.96,0.125,1.29425e-06,0.1
0.97,0.125,5.51639e-07,0.1
0.98,0.125,2.27798e-07,0.1
0.99,0.125,7.20177e-08,0.1
1,0.125,0,0.1
