x,rho,u,p
0,1,0,1
0.01,1,0,1
0.02,1,0,1
0.03,1,0,1
0.04,1,0,1
0.05,1,0,1
0.06,1,0,1
0.07,1,0,1
0.08,1,1.12623e-17,1
0.09,1,9.01882e-17,1
0.1,1,6.48319e-16,1
0.11,1,3.83437e-15,1
0.12,1,2.07928e-14,1
0.13,1,1.09291e-13,1
0.14,1,5.58937e-13,1
0.15,1,2.80042e-12,1
0.16,1,1.38772e-11,1
0.17,1,6.82896e-11,1
0.18,1,3.34568e-10,1
0.19,1,1.75956e-09,1
0.2,1,7.35187e-09,1
0.21,1,2.44893e-08,1
0.22,1,8.68296e-08,1
0.23,1,3.00367e-07,1
0.24,0.999999,9.94661e-07,0.999999
0.25,0.999997,3.1485e-06,0.999996
0.26,0.999992,9.51553e-06,0.999989
0.27,0.999977,2.74201e-05,0.999968
0.28,0.999936,7.52239e-05,0.999911
0.29,0.999833,0.000196148,0.999768
0.3,0.999588,0.000485273,0.999426
0.31,0.999033,0.00113697,0.998655
0.32,0.997855,0.0025178,0.997023
0.33,0.995514,0.00525932,0.993787
0.34,0.991166,0.0103429,0.987807
0.35,0.98366,0.0191171,0.977549
0.36,0.971662,0.033171,0.961291
0.37,0.953965,0.0540163,0.937575
0.38,0.929904,0.0826419,0.905785
0.39,0.89967,0.119147,0.866535
0.4,0.864294,0.162693,0.821564
0.41,0.825298,0.211812,0.773173
0.42,0.784246,0.264858,0.723586
0.43,0.742467,0.320329,0.674566
0.44,0.700972,0.376972,0.627354
0.45,0.66049,0.433758,0.58275
0.46,0.621533,0.48982,0.541238
0.47,0.584458,0.544384,0.50309
0.48,0.549512,0.596715,0.468446
0.49,0.516858,0.646071,0.437363
0.5,0.486585,0.690325,0.410023
0.51,0.458307,0.730052,0.385757
0.52,0.431857,0.76611,0.364092
0.53,0.407449,0.796273,0.345339
0.54,0.384898,0.819889,0.32921
0.55,0.363974,0.836441,0.315333
0.56,0.344424,0.845535,0.303267
0.57,0.325994,0.846889,0.292514
0.58,0.308451,0.84029,0.282535
0.59,0.291592,0.825546,0.272775
0.6,0.275261,0.80242,0.262696
0.61,0.259347,0.770582,0.25182
0.62,0.243787,0.729595,0.239769
0.63,0.228561,0.67898,0.226309
0.64,0.213689,0.618379,0.211394
0.65,0.199237,0.547861,0.195214
0.66,0.185337,0.468391,0.17823
0.67,0.172208,0.38244,0.161195
0.68,0.160185,0.29453,0.1451
0.69,0.149694,0.211195,0.131013
0.7,0.141159,0.139614,0.119776
0.71,0.134813,0.0848904,0.1117
0.72,0.130548,0.0478122,0.10647
0.73,0.127948,0.0252723,0.103383
0.74,0.126489,0.0127052,0.101691
0.75,0.125722,0.0061366,0.100814
0.76,0.125338,0.00286556,0.10038
0.77,0.125153,0.00129814,0.100172
0.78,0.125067,0.000571469,0.100076
0.79,0.125029,0.000244652,0.100032
0.8,0.125012,0.000101885,0.100013
0.81,0.125005,4.12767e-05,0.100005
0.82,0.125002,1.62678e-05,0.100002
0.83,0.125001,6.23701e-06,0.100001
0.84,0.125,2.32644e-06,0.1
0.85,0.125,8.44159e-07,0.1
0.86,0.125,2.96911e-07,0.1
0.87,0.125,9.56586e-08,0.1
0.88,0.125,3.17254e-08,0.1
0.89,0.125,1.16024e-08,0.1
0.9,0.125,3.83653e-09,0.1
0.91,0.125,1.1903e-09,0.1
0.92,0.125,3.58584e-10,0.1
0.93,0.125,1.04984e-10,0.1
0.94,0.125,2.9902e-11,0.1
0.95,0.125,8.28802e-12,0.1
0.96,0.125,2.23586e-12,0.1
0.97,0.125,5.8708e-13,0.1
0.98,0.125,1.49831e-13,0.1
0.99,0.125,3.56793e-14,0.1
1,0.125,0,0.1
