x,rho,u,p
0,1,0,1
0.01,1,0,1
0.02,1,0,1
0.03,1,0,1
0.04,1,0,1
0.05,1,0,1
0.06,1,2.79881e-17,1
0.07,1,1.73612e-16,1
0.08,1,1.17056e-15,1
0.09,1,6.05019e-15,1
0.1,1,3.02593e-14,1
0.11,1,1.46524e-13,1
0.12,1,6.90558e-13,1
0.13,1,3.19357e-12,1
0.14,1,1.47658e-11,1
0.15,1,6.92864e-11,1
0.16,1,3.27843e-10,1
0.17,1,1.6465e-09,1
0.18,1,6.68053e-09,1
0.19,1,2.12145e-08,1
0.2,1,7.09001e-08,1
0.21,1,2.35235e-07,1
0.22,0.999999,7.49573e-07,0.999999
0.23,0.999998,2.29064e-06,0.999997
0.24,0.999994,6.70749e-06,0.999992
0.25,0.999984,1.87981e-05,0.999978
0.26,0.999957,5.03569e-05,0.99994
0.27,0.999891,0.000128761,0.999848
0.28,0.999734,0.000313787,0.999629
0.29,0.999383,0.00072764,0.999139
0.3,0.998638,0.00160286,0.998104
0.31,0.997153,0.00334824,0.996042
0.32,0.994364,0.00662117,0.992184
0.33,0.989458,0.0123755,0.985428
0.34,0.981401,0.0218344,0.974399
0.35,0.969086,0.0363384,0.957678
0.36,0.951607,0.0570596,0.934193
0.37,0.928565,0.0846647,0.903642
0.38,0.900253,0.119089,0.866708
0.39,0.867581,0.159566,0.824896
0.4,0.831794,0.204886,0.78009
0.41,0.794153,0.253725,0.734097
0.42,0.755741,0.304869,0.688379
0.43,0.7174,0.357293,0.643999
0.44,0.679757,0.410149,0.601679
0.45,0.643266,0.462722,0.561881
0.46,0.608257,0.514372,0.52489
0.47,0.574965,0.564503,0.490871
0.48,0.543553,0.61252,0.459906
0.49,0.51412,0.657819,0.43202
0.5,0.486691,0.699067,0.407273
0.51,0.461002,0.736496,0.385221
0.52,0.436927,0.770467,0.365547
0.53,0.414574,0.799585,0.348396
0.54,0.393814,0.823315,0.333571
0.55,0.374472,0.84124,0.320803
0.56,0.356344,0.853051,0.30976
0.57,0.339219,0.858535,0.300053
0.58,0.322892,0.857544,0.291253
0.59,0.307182,0.849953,0.282903
0.6,0.291939,0.83561,0.274541
0.61,0.27705,0.814275,0.265725
0.62,0.262437,0.785592,0.256062
0.63,0.248053,0.749075,0.245233
0.64,0.233879,0.704155,0.233023
0.65,0.219919,0.650294,0.219357
0.66,0.206206,0.587198,0.204329
0.67,0.192818,0.515147,0.188248
0.68,0.179906,0.435464,0.171663
0.69,0.167716,0.351047,0.155364
0.7,0.156611,0.26672,0.140308
0.71,0.147022,0.188855,0.127436
0.72,0.139331,0.123728,0.117392
0.73,0.133695,0.0750408,0.110294
0.74,0.129943,0.0424916,0.105736
0.75,0.127659,0.0227485,0.103042
0.76,0.126367,0.0116522,0.10155
0.77,0.125678,0.00576012,0.100764
0.78,0.125326,0.00276278,0.100366
0.79,0.125152,0.00128952,0.100171
0.8,0.125069,0.000586549,0.100078
0.81,0.125031,0.000260168,0.100034
0.82,0.125013,0.000112558,0.100015
0.83,0.125006,4.74996e-05,0.100006
0.84,0.125002,1.95515e-05,0.100003
0.85,0.125001,7.8493e-06,0.100001
0.86,0.125,3.07355e-06,0.1
0.87,0.125,1.17384e-06,0.1
0.88,0.125,4.38211e-07,0.1
0.89,0.125,1.5218e-07,0.1
0.9,0.125,5.12442e-08,0.1
0.91,0.125,1.92026e-08,0.1
0.92,0.125,7.03769e-09,0.1
0.93,0.125,2.33963e-09,0.1
0.94,0.125,7.55822e-10,0.1
0.95,0.125,2.3769e-10,0.1
0.96,0.125,7.28502e-11,0.1
0.97,0.125,2.17729e-11,0.1
0.98,0.125,6.32881e-12,0.1
0.99,0.125,1.69575e-12,0.1
1,0.125,0,0.1
