x,rho,u,p
0,1,0,1
0.01,1,1.35541e-08,1
0.02,1,4.44348e-08,1
0.03,1,1.15905e-07,1
0.04,1,2.84909e-07,1
0.05,0.999999,6.78874e-07,0.999999
0.06,0.999999,1.57585e-06,0.999998
0.07,0.999997,3.56558e-06,0.999996
0.08,0.999993,7.86163e-06,0.999991
0.09,0.999986,1.68834e-05,0.99998
0.1,0.99997,3.52979e-05,0.999958
0.11,0.999939,7.18022e-05,0.999915
0.12,0.99988,0.00014203,0.999832
0.13,0.999769,0.000273032,0.999677
0.14,0.999569,0.000509769,0.999397
0.15,0.999219,0.000923813,0.998907
0.16,0.998627,0.00162395,0.99808
0.17,0.99766,0.00276743,0.996729
0.18,0.996137,0.00456932,0.994604
0.19,0.993825,0.00730619,0.991384
0.2,0.990447,0.0113097,0.986688
0.21,0.9857,0.0169465,0.980106
0.22,0.97929,0.0245837,0.971248
0.23,0.970966,0.034544,0.959794
0.24,0.960569,0.0470613,0.94556
0.25,0.948053,0.0622466,0.92853
0.26,0.933496,0.0800764,0.908865
0.27,0.917085,0.100406,0.886874
0.28,0.89908,0.122998,0.862964
0.29,0.879778,0.147565,0.837586
0.3,0.859481,0.173802,0.811186
0.31,0.838473,0.201413,0.784171
0.32,0.817002,0.230125,0.756893
0.33,0.795283,0.259698,0.729646
0.34,0.773494,0.289921,0.70267
0.35,0.751781,0.320612,0.676152
0.36,0.730266,0.35161,0.650242
0.37,0.709045,0.382776,0.625053
0.38,0.6882,0.413984,0.600674
0.39,0.667794,0.445118,0.577171
0.4,0.647884,0.476069,0.554596
0.41,0.628513,0.506734,0.532984
0.42,0.609721,0.537011,0.512365
0.43,0.591537,0.566798,0.492757
0.44,0.57399,0.595993,0.474176
0.45,0.5571,0.62449,0.45663
0.46,0.540886,0.65218,0.440129
0.47,0.525362,0.67895,0.424675
0.48,0.510537,0.704683,0.410272
0.49,0.496413,0.72926,0.39692
0.5,0.482987,0.75256,0.384614
0.51,0.470239,0.774433,0.373346
0.52,0.458124,0.794853,0.363067
0.53,0.446607,0.813801,0.353736
0.54,0.435669,0.831152,0.345349
0.55,0.425274,0.846831,0.33788
0.56,0.415375,0.860793,0.331291
0.57,0.405916,0.873019,0.325534
0.58,0.396837,0.883519,0.320549
0.59,0.388073,0.892324,0.316268
0.6,0.379561,0.899491,0.312616
0.61,0.37124,0.905088,0.309508
0.62,0.363056,0.909196,0.306855
0.63,0.354966,0.911896,0.304564
0.64,0.346935,0.913263,0.302539
0.65,0.338939,0.913357,0.300683
0.66,0.330967,0.912216,0.298902
0.67,0.323018,0.909846,0.2971
0.68,0.315097,0.906216,0.295185
0.69,0.307215,0.901252,0.293066
0.7,0.299383,0.894834,0.290653
0.71,0.29161,0.886791,0.287854
0.72,0.2839,0.8769,0.284579
0.73,0.276244,0.864884,0.280734
0.74,0.268626,0.85041,0.276224
0.75,0.261016,0.83309,0.270953
0.76,0.253371,0.812484,0.264825
0.77,0.245637,0.788104,0.257752
0.78,0.237752,0.759426,0.249656
0.79,0.229653,0.725906,0.24048
0.8,0.22128,0.687017,0.230201
0.81,0.212589,0.642301,0.218846
0.82,0.203564,0.591457,0.206509
0.83,0.194233,0.534471,0.193374
0.84,0.184684,0.471797,0.179731
0.85,0.17508,0.404582,0.165985
0.86,0.165671,0.334882,0.152647
0.87,0.156779,0.265744,0.140288
0.88,0.148762,0.200942,0.129448
0.89,0.141942,0.144231,0.120524
0.9,0.136512,0.0982734,0.113657
0.91,0.132478,0.0638342,0.108717
0.92,0.129671,0.039817,0.105372
0.93,0.127826,0.0240435,0.103219
0.94,0.126667,0.014155,0.101886
0.95,0.125964,0.00816549,0.101086
0.96,0.125549,0.00462462,0.100618
0.97,0.125312,0.0025595,0.10035
0.98,0.125182,0.00134553,0.100204
0.99,0.125123,0.00058227,0.100138
1,0.125123,0,0.100138
