x,rho,u,p
0,1,0,1
0.01,1,3.19208e-10,1
0.02,1,1.40005e-09,1
0.03,1,5.07391e-09,1
0.04,1,1.29276e-08,1
0.05,1,3.0986e-08,1
0.06,1,8.11108e-08,1
0.07,1,2.08067e-07,1
0.08,1,5.20007e-07,0.999999
0.09,0.999999,1.2651e-06,0.999999
0.1,0.999997,2.99464e-06,0.999996
0.11,0.999994,6.89362e-06,0.999992
0.12,0.999987,1.54237e-05,0.999982
0.13,0.999972,3.352e-05,0.99996
0.14,0.99994,7.07165e-05,0.999916
0.15,0.999878,0.000144726,0.999829
0.16,0.999757,0.000287132,0.99966
0.17,0.999533,0.000551837,0.999347
0.18,0.999132,0.00102663,0.998786
0.19,0.998438,0.00184742,0.997816
0.2,0.997282,0.00321334,0.996203
0.21,0.995434,0.00539884,0.993627
0.22,0.992596,0.00875701,0.989679
0.23,0.988419,0.0137076,0.983882
0.24,0.98253,0.0207049,0.975736
0.25,0.974581,0.0301855,0.964788
0.26,0.964308,0.0425059,0.950712
0.27,0.951579,0.0578846,0.933384
0.28,0.936425,0.0763685,0.912909
0.29,0.919027,0.0978333,0.889608
0.3,0.899686,0.122017,0.863958
0.31,0.878765,0.148573,0.836517
0.32,0.856643,0.177119,0.807847
0.33,0.833678,0.207281,0.778464
0.34,0.810186,0.238714,0.748814
0.35,0.786436,0.271114,0.719264
0.36,0.762646,0.304218,0.690106
0.37,0.738997,0.337796,0.661565
0.38,0.715631,0.371652,0.633817
0.39,0.692667,0.40561,0.606993
0.4,0.670196,0.439512,0.58119
0.41,0.648296,0.473213,0.556481
0.42,0.627028,0.506574,0.532918
0.43,0.606442,0.53946,0.510538
0.44,0.586578,0.57174,0.489367
0.45,0.56747,0.60328,0.46942
0.46,0.549142,0.633946,0.450706
0.47,0.531613,0.663601,0.433231
0.48,0.514896,0.692107,0.416997
0.49,0.499001,0.719318,0.402003
0.5,0.483932,0.745089,0.38825
0.51,0.469685,0.768936,0.375787
0.52,0.456154,0.791058,0.364466
0.53,0.443284,0.811706,0.354183
0.54,0.431104,0.830428,0.345016
0.55,0.419562,0.847137,0.336922
0.56,0.408596,0.86178,0.329842
0.57,0.398133,0.874336,0.323704
0.58,0.388097,0.884819,0.318422
0.59,0.378412,0.893264,0.313901
0.6,0.369005,0.899733,0.310037
0.61,0.359809,0.9043,0.306713
0.62,0.350767,0.907043,0.30381
0.63,0.341832,0.908033,0.301202
0.64,0.332972,0.907321,0.298761
0.65,0.324167,0.90493,0.296361
0.66,0.315408,0.900838,0.293875
0.67,0.306693,0.894971,0.291179
0.68,0.298026,0.887197,0.288152
0.69,0.28941,0.87732,0.284676
0.7,0.280844,0.865075,0.280631
0.71,0.272318,0.850127,0.275904
0.72,0.263811,0.832075,0.27038
0.73,0.255292,0.810452,0.263951
0.74,0.246714,0.784733,0.256517
0.75,0.238024,0.754355,0.247996
0.76,0.229164,0.718738,0.238331
0.77,0.220081,0.677328,0.227506
0.78,0.210735,0.629671,0.215568
0.79,0.201122,0.57552,0.202642
0.8,0.191283,0.514998,0.188958
0.81,0.181328,0.448817,0.17487
0.82,0.171454,0.378537,0.160856
0.83,0.161945,0.306772,0.147497
0.84,0.153154,0.237167,0.135409
0.85,0.14545,0.173894,0.125121
0.86,0.139118,0.120612,0.116951
0.87,0.134273,0.0792961,0.110912
0.88,0.130822,0.0497271,0.106741
0.89,0.128519,0.0299975,0.104027
0.9,0.127063,0.0175515,0.102342
0.91,0.126181,0.0100265,0.101333
0.92,0.125662,0.00561821,0.100745
0.93,0.125365,0.00309681,0.10041
0.94,0.125199,0.00168198,0.100223
0.95,0.125106,0.000900807,0.100119
0.96,0.125056,0.000475467,0.100063
0.97,0.12503,0.000246192,0.100033
0.98,0.125016,0.00012207,0.100018
0.99,0.12501,5.07192e-05,0.100011
1,0.12501,0,0.100011
