x,rho,u,p
0,1,0,1
0.01,1,2.68624e-11,1
0.02,1,1.1791e-10,1
0.03,1,4.54035e-10,1
0.04,1,1.80555e-09,1
0.05,1,6.17667e-09,1
0.06,1,1.5735e-08,1
0.07,1,3.89206e-08,1
0.08,1,1.04802e-07,1
0.09,1,2.73211e-07,1
0.1,0.999999,6.92825e-07,0.999999
0.11,0.999999,1.70807e-06,0.999998
0.12,0.999997,4.09156e-06,0.999995
0.13,0.999992,9.51732e-06,0.999989
0.14,0.999982,2.14838e-05,0.999975
0.15,0.99996,4.70312e-05,0.999944
0.16,0.999916,9.97786e-05,0.999882
0.17,0.999827,0.000204995,0.999757
0.18,0.999655,0.000407536,0.999518
0.19,0.999337,0.000783362,0.999073
0.2,0.99877,0.00145472,0.99828
0.21,0.997794,0.00260775,0.996918
0.22,0.996185,0.00450915,0.994675
0.23,0.993643,0.00751571,0.991137
0.24,0.989797,0.012069,0.985797
0.25,0.984236,0.0186673,0.978101
0.26,0.976554,0.0278127,0.967516
0.27,0.966421,0.0399393,0.953626
0.28,0.953643,0.0553402,0.936226
0.29,0.93821,0.0741171,0.915372
0.3,0.920292,0.0961694,0.891381
0.31,0.900207,0.121226,0.864767
0.32,0.87836,0.148905,0.836152
0.33,0.85518,0.178777,0.806174
0.34,0.831074,0.210415,0.775423
0.35,0.806401,0.243428,0.744403
0.36,0.781464,0.27747,0.713529
0.37,0.75651,0.312241,0.683127
0.38,0.731738,0.347485,0.653446
0.39,0.707309,0.382979,0.624675
0.4,0.683349,0.418525,0.596957
0.41,0.659961,0.453945,0.570394
0.42,0.637226,0.489071,0.54506
0.43,0.61521,0.523744,0.521009
0.44,0.593967,0.557812,0.498276
0.45,0.573536,0.591119,0.476882
0.46,0.553949,0.623513,0.456842
0.47,0.535229,0.654839,0.438159
0.48,0.517391,0.684943,0.420834
0.49,0.500445,0.713673,0.404863
0.5,0.484395,0.740882,0.390243
0.51,0.46925,0.765909,0.377051
0.52,0.454883,0.78904,0.365105
0.53,0.441232,0.810648,0.354269
0.54,0.42834,0.830104,0.344659
0.55,0.416142,0.847325,0.336209
0.56,0.404562,0.862257,0.328846
0.57,0.393521,0.874878,0.322481
0.58,0.382935,0.885199,0.317014
0.59,0.372721,0.893258,0.312331
0.6,0.362801,0.899113,0.308308
0.61,0.353104,0.902837,0.304808
0.62,0.34357,0.904502,0.301691
0.63,0.334152,0.904164,0.298809
0.64,0.324818,0.90185,0.296014
0.65,0.315548,0.897545,0.29316
0.66,0.306333,0.891178,0.2901
0.67,0.29717,0.882611,0.286694
0.68,0.288057,0.871634,0.282803
0.69,0.278991,0.85796,0.278294
0.7,0.269959,0.841222,0.273038
0.71,0.26094,0.82098,0.266911
0.72,0.2519,0.796722,0.259799
0.73,0.242796,0.767884,0.251605
0.74,0.233573,0.733867,0.242254
0.75,0.224181,0.694082,0.23171
0.76,0.214576,0.648009,0.219995
0.77,0.204739,0.595302,0.207206
0.78,0.194694,0.535938,0.193544
0.79,0.184527,0.470433,0.179332
0.8,0.174405,0.40011,0.16503
0.81,0.16459,0.327349,0.151217
0.82,0.155423,0.255663,0.138531
0.83,0.147284,0.189335,0.127568
0.84,0.140499,0.132444,0.118726
0.85,0.135233,0.0875813,0.112102
0.86,0.131439,0.0550511,0.107483
0.87,0.128888,0.0331717,0.10446
0.88,0.127271,0.0193297,0.102581
0.89,0.126291,0.010972,0.101459
0.9,0.125719,0.00609807,0.100809
0.91,0.125393,0.00332942,0.100441
0.92,0.125211,0.00178916,0.100237
0.93,0.125112,0.000947286,0.100125
0.94,0.125058,0.00049439,0.100065
0.95,0.12503,0.000254358,0.100034
0.96,0.125015,0.00012892,0.100017
0.97,0.125008,6.41247e-05,0.100009
0.98,0.125004,3.06458e-05,0.100004
0.99,0.125002,1.23972e-05,0.100003
1,0.125002,0,0.100003
