x,rho,u,p
0,1,0,1
0.01,1,1.64373e-10,1
0.02,1,7.20725e-10,1
0.03,1,2.8934e-09,1
0.04,1,8.51059e-09,1
0.05,1,2.05398e-08,1
0.06,1,5.21111e-08,1
0.07,1,1.36373e-07,1
0.08,1,3.47119e-07,1
0.09,0.999999,8.59573e-07,0.999999
0.1,0.999998,2.07092e-06,0.999998
0.11,0.999996,4.85169e-06,0.999994
0.12,0.999991,1.10465e-05,0.999987
0.13,0.999979,2.44288e-05,0.999971
0.14,0.999956,5.24382e-05,0.999938
0.15,0.999908,0.000109187,0.999871
0.16,0.999814,0.000220377,0.999739
0.17,0.999636,0.000430843,0.99949
0.18,0.999311,0.000815275,0.999036
0.19,0.998738,0.00149208,0.998236
0.2,0.997768,0.00263909,0.996881
0.21,0.996187,0.00450802,0.994676
0.22,0.993715,0.00743225,0.991235
0.23,0.990009,0.0118211,0.986088
0.24,0.98469,0.0181341,0.978722
0.25,0.977383,0.0268342,0.968645
0.26,0.967782,0.038324,0.95547
0.27,0.9557,0.0528815,0.938991
0.28,0.941113,0.070615,0.919239
0.29,0.924161,0.0914502,0.89648
0.3,0.905121,0.115156,0.871166
0.31,0.884353,0.141395,0.843854
0.32,0.862251,0.169779,0.81513
0.33,0.839191,0.199917,0.785543
0.34,0.815514,0.231441,0.755577
0.35,0.791508,0.264026,0.72563
0.36,0.767413,0.297389,0.696021
0.37,0.743424,0.331285,0.667001
0.38,0.719698,0.365504,0.638761
0.39,0.69636,0.399859,0.611444
0.4,0.673512,0.434183,0.585159
0.41,0.651236,0.468323,0.559984
0.42,0.629599,0.502132,0.535977
0.43,0.608653,0.535472,0.513178
0.44,0.588443,0.568204,0.491615
0.45,0.569002,0.600191,0.471306
0.46,0.550358,0.631294,0.45226
0.47,0.532529,0.661373,0.434482
0.48,0.51553,0.690285,0.417972
0.49,0.49937,0.717883,0.402732
0.5,0.484055,0.744019,0.388762
0.51,0.469583,0.76816,0.376117
0.52,0.455842,0.790532,0.36464
0.53,0.442773,0.811426,0.354217
0.54,0.430411,0.83034,0.344936
0.55,0.418703,0.847186,0.336752
0.56,0.407581,0.86191,0.329601
0.57,0.396972,0.874492,0.323406
0.58,0.386796,0.884945,0.318078
0.59,0.376977,0.893305,0.313519
0.6,0.36744,0.899634,0.309616
0.61,0.358117,0.904006,0.306252
0.62,0.348949,0.906497,0.3033
0.63,0.339892,0.907175,0.300629
0.64,0.330912,0.906088,0.298107
0.65,0.321989,0.903248,0.295602
0.66,0.313114,0.898621,0.292983
0.67,0.304287,0.89212,0.290121
0.68,0.295508,0.883595,0.286891
0.69,0.28678,0.872826,0.283169
0.7,0.278099,0.859524,0.278836
0.71,0.269452,0.843329,0.273772
0.72,0.260815,0.82381,0.267863
0.73,0.252152,0.800472,0.261001
0.74,0.243415,0.77277,0.25309
0.75,0.234549,0.740122,0.244057
0.76,0.225498,0.701949,0.233858
0.77,0.216213,0.657723,0.222503
0.78,0.206669,0.607062,0.210069
0.79,0.196878,0.549855,0.196727
0.8,0.186909,0.486457,0.182762
0.81,0.17691,0.417937,0.168588
0.82,0.167115,0.346327,0.15474
0.83,0.157847,0.274762,0.141832
0.84,0.149477,0.207263,0.130464
0.85,0.14235,0.147967,0.12109
0.86,0.136683,0.0999157,0.113894
0.87,0.132496,0.064083,0.10875
0.88,0.12961,0.0393382,0.105305
0.89,0.127738,0.0233146,0.103119
0.9,0.126582,0.0134434,0.10179
0.91,0.125894,0.00758457,0.101007
0.92,0.125496,0.00420279,0.100557
0.93,0.125271,0.00229254,0.100304
0.94,0.125146,0.00123256,0.100163
0.95,0.125077,0.000653466,0.100087
0.96,0.12504,0.000341431,0.100045
0.97,0.125021,0.00017503,0.100024
0.98,0.125011,8.60006e-05,0.100013
0.99,0.125007,3.54998e-05,0.100008
1,0.125007,0,0.100008
