x,rho,u,p
0,1,0,1
0.01,1,4.09033e-09,1
0.02,1,1.28496e-08,1
0.03,1,3.09486e-08,1
0.04,1,7.96933e-08,1
0.05,1,1.99617e-07,1
0.06,1,4.87626e-07,0.999999
0.07,0.999999,1.16094e-06,0.999999
0.08,0.999998,2.69283e-06,0.999997
0.09,0.999995,6.08254e-06,0.999993
0.1,0.999989,1.33726e-05,0.999984
0.11,0.999976,2.86e-05,0.999966
0.12,0.99995,5.94681e-05,0.99993
0.13,0.999898,0.000120146,0.999858
0.14,0.999801,0.000235702,0.999721
0.15,0.999621,0.000448713,0.999469
0.16,0.9993,0.000828384,0.99902
0.17,0.998747,0.00148204,0.998247
0.18,0.997829,0.00256784,0.996965
0.19,0.996359,0.00430612,0.994915
0.2,0.994095,0.00698528,0.991761
0.21,0.990742,0.0109569,0.9871
0.22,0.985975,0.0166159,0.980491
0.23,0.979468,0.0243631,0.971501
0.24,0.970946,0.0345561,0.959778
0.25,0.960225,0.0474571,0.945109
0.26,0.947251,0.0631937,0.927472
0.27,0.932107,0.0817431,0.907038
0.28,0.914997,0.102946,0.884147
0.29,0.896208,0.126542,0.85925
0.3,0.876067,0.152214,0.832839
0.31,0.854904,0.179626,0.805402
0.32,0.833025,0.208456,0.777378
0.33,0.810698,0.23841,0.749144
0.34,0.788151,0.269228,0.721012
0.35,0.765573,0.300684,0.693231
0.36,0.743118,0.332584,0.665998
0.37,0.720911,0.364756,0.639464
0.38,0.699054,0.397051,0.613745
0.39,0.677628,0.429331,0.58893
0.4,0.656703,0.461472,0.565084
0.41,0.636333,0.493354,0.542257
0.42,0.616564,0.524863,0.520484
0.43,0.597435,0.555885,0.49979
0.44,0.578976,0.586307,0.480194
0.45,0.561213,0.616015,0.461707
0.46,0.544166,0.644888,0.444336
0.47,0.527852,0.672806,0.428088
0.48,0.512281,0.699641,0.412965
0.49,0.497461,0.725264,0.398968
0.5,0.483388,0.749542,0.386094
0.51,0.470049,0.772199,0.374356
0.52,0.457375,0.793299,0.363667
0.53,0.44532,0.812928,0.353959
0.54,0.433887,0.830837,0.345261
0.55,0.423034,0.846944,0.337542
0.56,0.412708,0.861201,0.330756
0.57,0.402847,0.87359,0.324847
0.58,0.393386,0.884119,0.319746
0.59,0.384254,0.892825,0.315375
0.6,0.375384,0.899765,0.311646
0.61,0.366713,0.905012,0.308464
0.62,0.358186,0.908646,0.305728
0.63,0.349757,0.910747,0.303332
0.64,0.341394,0.911384,0.301169
0.65,0.333074,0.910603,0.299131
0.66,0.324787,0.908424,0.29711
0.67,0.316534,0.904825,0.295001
0.68,0.308318,0.899741,0.2927
0.69,0.300149,0.893054,0.290105
0.7,0.292034,0.884592,0.287114
0.71,0.283975,0.874124,0.283626
0.72,0.275968,0.86136,0.279539
0.73,0.267993,0.845948,0.274751
0.74,0.260023,0.827478,0.269159
0.75,0.252014,0.805485,0.262665
0.76,0.243915,0.779453,0.255179
0.77,0.235664,0.748834,0.246626
0.78,0.227201,0.713072,0.236958
0.79,0.21847,0.671642,0.226168
0.8,0.209436,0.624121,0.214306
0.81,0.200098,0.570297,0.201502
0.82,0.190502,0.51032,0.187986
0.83,0.180765,0.444916,0.174103
0.84,0.171087,0.375626,0.160319
0.85,0.161753,0.304998,0.147192
0.86,0.15311,0.236544,0.135312
0.87,0.145518,0.174265,0.125184
0.88,0.139257,0.121663,0.11711
0.89,0.13444,0.0806521,0.111107
0.9,0.130983,0.0510734,0.106929
0.91,0.128656,0.0311475,0.104184
0.92,0.127168,0.018441,0.102462
0.93,0.126256,0.0106681,0.101419
0.94,0.125714,0.00605762,0.100804
0.95,0.1254,0.00338513,0.100449
0.96,0.125221,0.00186247,0.100248
0.97,0.125122,0.00100378,0.100136
0.98,0.125069,0.000515826,0.100077
0.99,0.125045,0.000219789,0.10005
1,0.125045,0,0.10005
