x,rho,u,p
0,1,0,1
0.01,1,0,1
0.02,1,0,1
0.03,1,0,1
0.04,1,0,1
0.05,1,0,1
0.06,1,0,1
0.07,1,2.24608e-17,1
0.08,1,1.40451e-16,1
0.09,1,1.01699e-15,1
0.1,1,5.50168e-15,1
0.11,1,2.85453e-14,1
0.12,1,1.43557e-13,1
0.13,1,7.01346e-13,1
0.14,1,3.35131e-12,1
0.15,1,1.58548e-11,1
0.16,1,7.50159e-11,1
0.17,1,3.68388e-10,1
0.18,1,1.90281e-09,1
0.19,1,7.56648e-09,1
0.2,1,2.45177e-08,1
0.21,1,8.44686e-08,1
0.22,1,2.84815e-07,1
0.23,0.999999,9.20919e-07,0.999999
0.24,0.999998,2.85136e-06,0.999997
0.25,0.999993,8.44527e-06,0.99999
0.26,0.99998,2.38975e-05,0.999972
0.27,0.999945,6.45155e-05,0.999924
0.28,0.999859,0.000165917,0.999804
0.29,0.999656,0.000405814,0.99952
0.3,0.999199,0.000942371,0.998885
0.31,0.998236,0.00207389,0.997547
0.32,0.996324,0.00431732,0.994898
0.33,0.992765,0.00848636,0.989989
0.34,0.986585,0.0157255,0.981508
0.35,0.976601,0.027437,0.967906
0.36,0.961651,0.0450507,0.947733
0.37,0.940934,0.0696606,0.920121
0.38,0.914332,0.101666,0.885204
0.39,0.882502,0.140621,0.844192
0.4,0.846671,0.1854,0.799011
0.41,0.808257,0.234566,0.751738
0.42,0.768561,0.286699,0.704174
0.43,0.72863,0.340573,0.657669
0.44,0.689242,0.395176,0.613148
0.45,0.650961,0.449664,0.571206
0.46,0.61419,0.503309,0.532206
0.47,0.579213,0.555438,0.496354
0.48,0.546229,0.605395,0.463758
0.49,0.515366,0.652513,0.434456
0.5,0.486672,0.695109,0.408562
0.51,0.459827,0.733579,0.385527
0.52,0.434685,0.768509,0.364963
0.53,0.411405,0.798139,0.347093
0.54,0.389835,0.82188,0.331683
0.55,0.369777,0.839271,0.31842
0.56,0.351004,0.849965,0.306925
0.57,0.333286,0.85372,0.296762
0.58,0.316405,0.850359,0.287451
0.59,0.300169,0.839726,0.278491
0.6,0.284424,0.82163,0.269384
0.61,0.269058,0.795785,0.259667
0.62,0.253997,0.761786,0.248946
0.63,0.239205,0.719124,0.236928
0.64,0.224676,0.66727,0.223461
0.65,0.210436,0.605867,0.208569
0.66,0.196557,0.53504,0.192495
0.67,0.183172,0.455861,0.175736
0.68,0.170511,0.370913,0.159053
0.69,0.158914,0.284761,0.143413
0.7,0.148808,0.203786,0.129823
0.71,0.140605,0.134753,0.119044
0.72,0.134515,0.0822247,0.111319
0.73,0.130418,0.0466429,0.106309
0.74,0.127908,0.0249116,0.103334
0.75,0.126488,0.0126871,0.101688
0.76,0.125732,0.00622028,0.100825
0.77,0.125348,0.00295348,0.100391
0.78,0.125161,0.00136259,0.10018
0.79,0.125072,0.0006118,0.100081
0.8,0.125032,0.000267538,0.100035
0.81,0.125013,0.000113975,0.100015
0.82,0.125006,4.73049e-05,0.100006
0.83,0.125002,1.9128e-05,0.100003
0.84,0.125001,7.53516e-06,0.100001
0.85,0.125,2.89178e-06,0.1
0.86,0.125,1.08112e-06,0.1
0.87,0.125,3.95792e-07,0.1
0.88,0.125,1.3163e-07,0.1
0.89,0.125,4.38169e-08,0.1
0.9,0.125,1.65677e-08,0.1
0.91,0.125,5.78096e-09,0.1
0.92,0.125,1.86371e-09,0.1
0.93,0.125,5.84713e-10,0.1
0.94,0.125,1.78377e-10,0.1
0.95,0.125,5.29871e-11,0.1
0.96,0.125,1.53374e-11,0.1
0.97,0.125,4.32639e-12,0.1
0.98,0.125,1.1867e-12,0.1
0.99,0.125,3.01718e-13,0.1
1,0.125,0,0.1
