x,rho,u,p
0,1,0,1
0.01,1,1.50117e-13,1
0.02,1,7.00164e-13,1
0.03,1,2.61366e-12,1
0.04,1,9.51863e-12,1
0.05,1,3.49224e-11,1
0.06,1,1.31979e-10,1
0.07,1,5.26339e-10,1
0.08,1,2.2678e-09,1
0.09,1,7.58016e-09,1
0.1,1,1.97442e-08,1
0.11,1,5.39769e-08,1
0.12,1,1.51562e-07,1
0.13,1,4.12773e-07,1
0.14,0.999999,1.08956e-06,0.999999
0.15,0.999998,2.78683e-06,0.999997
0.16,0.999994,6.90243e-06,0.999992
0.17,0.999986,1.65429e-05,0.99998
0.18,0.999968,3.83355e-05,0.999955
0.19,0.999927,8.58243e-05,0.999898
0.2,0.999843,0.000185463,0.999781
0.21,0.999673,0.000386493,0.999543
0.22,0.999343,0.00077597,0.999082
0.23,0.998731,0.00149948,0.998227
0.24,0.997642,0.00278611,0.996707
0.25,0.99579,0.00497288,0.994128
0.26,0.992788,0.00851929,0.989957
0.27,0.988155,0.0139991,0.983539
0.28,0.981358,0.0220572,0.974162
0.29,0.971891,0.0333275,0.96117
0.3,0.959371,0.048325,0.944105
0.31,0.943633,0.0673433,0.922827
0.32,0.924769,0.0903964,0.897575
0.33,0.903115,0.117228,0.868918
0.34,0.879168,0.147384,0.837636
0.35,0.853489,0.180308,0.804575
0.36,0.826629,0.215428,0.770532
0.37,0.799073,0.252213,0.736193
0.38,0.771227,0.290198,0.702107
0.39,0.743416,0.328984,0.668696
0.4,0.715899,0.368229,0.636278
0.41,0.688878,0.407638,0.605084
0.42,0.662512,0.446948,0.575279
0.43,0.636925,0.485918,0.546979
0.44,0.612216,0.524322,0.520265
0.45,0.588458,0.561939,0.495186
0.46,0.565708,0.598556,0.471771
0.47,0.544002,0.633961,0.45003
0.48,0.523363,0.667946,0.429961
0.49,0.5038,0.700305,0.411552
0.5,0.485317,0.730843,0.394786
0.51,0.467913,0.758929,0.379711
0.52,0.451478,0.784699,0.366167
0.53,0.435946,0.808372,0.35402
0.54,0.421325,0.829357,0.34333
0.55,0.407528,0.847535,0.334002
0.56,0.394461,0.86282,0.325925
0.57,0.382024,0.875169,0.318969
0.58,0.370114,0.884576,0.312986
0.59,0.358629,0.891069,0.30781
0.6,0.347477,0.894693,0.303259
0.61,0.336576,0.895501,0.299138
0.62,0.32586,0.893522,0.295247
0.63,0.315279,0.888748,0.291379
0.64,0.304799,0.881108,0.287334
0.65,0.294398,0.870453,0.282913
0.66,0.284061,0.85654,0.277928
0.67,0.273774,0.839026,0.272203
0.68,0.26352,0.81747,0.265574
0.69,0.253275,0.79134,0.257898
0.7,0.243007,0.760033,0.249058
0.71,0.232677,0.72291,0.238973
0.72,0.222244,0.679352,0.227615
0.73,0.211683,0.628857,0.215033
0.74,0.200993,0.571176,0.201376
0.75,0.190225,0.506523,0.186921
0.76,0.179503,0.435863,0.172095
0.77,0.169046,0.361219,0.157474
0.78,0.15917,0.285901,0.143745
0.79,0.150259,0.214354,0.131604
0.8,0.142691,0.151331,0.121598
0.81,0.136713,0.10046,0.113969
0.82,0.132349,0.0629724,0.108592
0.83,0.129398,0.0375882,0.105064
0.84,0.127531,0.0215728,0.102884
0.85,0.126412,0.0120055,0.101597
0.86,0.125768,0.0065182,0.100865
0.87,0.125409,0.00346622,0.100459
0.88,0.125214,0.00180949,0.10024
0.89,0.12511,0.000928448,0.100123
0.9,0.125055,0.000468502,0.100062
0.91,0.125027,0.000232549,0.100031
0.92,0.125013,0.000113548,0.100015
0.93,0.125006,5.45358e-05,0.100007
0.94,0.125003,2.57619e-05,0.100003
0.95,0.125001,1.19677e-05,0.100002
0.96,0.125001,5.46544e-06,0.100001
0.97,0.125,2.44826e-06,0.1
0.98,0.125,1.05887e-06,0.1
0.99,0.125,3.95115e-07,0.1
1,0.125,0,0.1
