x,rho,u,p
0,1,0,1
0.01,1,0,1
0.02,1,0,1
0.03,1,0,1
0.04,1,0,1
0.05,1,0,1
0.06,1,0,1
0.07,1,0,1
0.08,1,0,1
0.09,1,0,1
0.1,1,0,1
0.11,1,0,1
0.12,1,0,1
0.13,1,0,1
0.14,1,0,1
0.15,1,0,1
0.16,1,0,1
0.17,1,0,1
0.18,1,0,1
0.19,1,0,1
0.2,1,0,1
0.21,1,4.753e-17,1
0.22,1,4.63617e-16,1
0.23,1,4.61963e-15,1
0.24,1,4.21552e-14,1
0.25,1,3.73166e-13,1
0.26,1,3.22159e-12,1
0.27,1,2.60324e-11,1
0.28,1,2.04954e-10,1
0.29,1,1.60212e-09,1
0.3,1,9.57422e-09,1
0.31,1,4.88448e-08,1
0.32,1,2.52103e-07,1
0.33,0.999999,1.21266e-06,0.999999
0.34,0.999995,5.41555e-06,0.999994
0.35,0.99998,2.23924e-05,0.999973
0.36,0.999925,8.54601e-05,0.999898
0.37,0.999735,0.000299979,0.999643
0.38,0.999145,0.000964598,0.998852
0.39,0.997478,0.00282889,0.996631
0.4,0.993244,0.00753126,0.99103
0.41,0.983643,0.0181153,0.978473
0.42,0.964449,0.039194,0.953741
0.43,0.931061,0.0760024,0.911569
0.44,0.881128,0.131901,0.850119
0.45,0.817035,0.205591,0.773821
0.46,0.745144,0.291062,0.691621
0.47,0.672047,0.380942,0.611759
0.48,0.602099,0.469314,0.538933
0.49,0.537559,0.55184,0.475
0.5,0.479417,0.622939,0.420565
0.51,0.427409,0.680728,0.374474
0.52,0.381143,0.724123,0.335457
0.53,0.340558,0.747656,0.303071
0.54,0.304898,0.748703,0.275809
0.55,0.273369,0.725523,0.252008
0.56,0.245254,0.677593,0.230009
0.57,0.220016,0.605899,0.208447
0.58,0.197387,0.513358,0.18662
0.59,0.177405,0.405673,0.164806
0.6,0.160389,0.292536,0.144327
0.61,0.146819,0.187744,0.127098
0.62,0.137054,0.105294,0.11462
0.63,0.130928,0.0516597,0.106994
0.64,0.12762,0.0226298,0.103023
0.65,0.12606,0.00907598,0.101205
0.66,0.125398,0.00339334,0.10045
0.67,0.125141,0.00119419,0.100158
0.68,0.125047,0.000397299,0.100053
0.69,0.125015,0.000125174,0.100017
0.7,0.125004,3.73733e-05,0.100005
0.71,0.125001,1.05774e-05,0.100001
0.72,0.125,2.83822e-06,0.1
0.73,0.125,7.22935e-07,0.1
0.74,0.125,1.69443e-07,0.1
0.75,0.125,3.68822e-08,0.1
0.76,0.125,9.34611e-09,0.1
0.77,0.125,2.09071e-09,0.1
0.78,0.125,4.11063e-10,0.1
0.79,0.125,7.67399e-11,0.1
0.8,0.125,1.35551e-11,0.1
0.81,0.125,2.27035e-12,0.1
0.82,0.125,3.60686e-13,0.1
0.83,0.125,5.43234e-14,0.1
0.84,0.125,7.70651e-15,0.1
0.85,0.125,1.00385e-15,0.1
0.86,0.125,1.06867e-16,0.1
0.87,0.125,5.93095e-18,0.1
0.88,0.125,0,0.1
0.89,0.125,0,0.1
0.9,0.125,0,0.1
0.91,0.125,0,0.1
0.92,0.125,0,0.1
0.93,0.125,0,0.1
0.94,0.125,0,0.1
0.95,0.125,0,0.1
0.96,0.125,0,0.1
0.97,0.125,0,0.1
0.98,0.125,0,0.1
0.99,0.125,0,0.1
1,0.125,0,0.1
