x,rho,u,p
0,1,0,1
0.01,1,0,1
0.02,1,3.32645e-17,1
0.03,1,1.88571e-16,1
0.04,1,1.16474e-15,1
0.05,1,5.44215e-15,1
0.06,1,2.44721e-14,1
0.07,1,1.07581e-13,1
0.08,1,4.63477e-13,1
0.09,1,1.96349e-12,1
0.1,1,8.23016e-12,1
0.11,1,3.44341e-11,1
0.12,1,1.47736e-10,1
0.13,1,6.78426e-10,1
0.14,1,3.03268e-09,1
0.15,1,1.00622e-08,1
0.16,1,2.92495e-08,1
0.17,1,9.18701e-08,1
0.18,1,2.80596e-07,1
0.19,0.999999,8.26992e-07,0.999999
0.2,0.999998,2.34837e-06,0.999997
0.21,0.999995,6.41978e-06,0.999992
0.22,0.999986,1.68788e-05,0.99998
0.23,0.999964,4.26354e-05,0.99995
0.24,0.999913,0.000103352,0.999878
0.25,0.999797,0.000240137,0.999716
0.26,0.999548,0.000534115,0.999368
0.27,0.999038,0.0011357,0.998657
0.28,0.998045,0.00230538,0.997274
0.29,0.996215,0.00446144,0.99473
0.3,0.993022,0.00822039,0.990305
0.31,0.987772,0.0144049,0.983059
0.32,0.979654,0.0239885,0.971913
0.33,0.96787,0.0379567,0.955852
0.34,0.951832,0.057103,0.93419
0.35,0.931338,0.0818252,0.906822
0.36,0.906656,0.112017,0.87431
0.37,0.878451,0.147114,0.837748
0.38,0.847608,0.186264,0.798487
0.39,0.815039,0.228524,0.757856
0.4,0.781552,0.273008,0.716983
0.41,0.747808,0.318945,0.676741
0.42,0.714317,0.365688,0.637764
0.43,0.681467,0.41269,0.600495
0.44,0.649551,0.459475,0.565232
0.45,0.618788,0.505613,0.532172
0.46,0.589343,0.550691,0.501435
0.47,0.561333,0.594307,0.473091
0.48,0.534832,0.636054,0.447165
0.49,0.50987,0.675521,0.423643
0.5,0.48642,0.712325,0.40246
0.51,0.464405,0.746184,0.383488
0.52,0.443757,0.776819,0.366613
0.53,0.424432,0.803844,0.351757
0.54,0.40635,0.826891,0.338809
0.55,0.389395,0.845676,0.327607
0.56,0.373428,0.859996,0.317946
0.57,0.358296,0.86972,0.309578
0.58,0.343843,0.874778,0.302218
0.59,0.329925,0.875136,0.295552
0.6,0.316413,0.870755,0.289248
0.61,0.303202,0.861558,0.282967
0.62,0.290214,0.847386,0.276375
0.63,0.277391,0.82797,0.26916
0.64,0.264694,0.802909,0.261042
0.65,0.252097,0.771676,0.251789
0.66,0.239579,0.733647,0.24123
0.67,0.227125,0.688174,0.229277
0.68,0.214731,0.634705,0.215946
0.69,0.202419,0.572976,0.201393
0.7,0.190257,0.503297,0.185941
0.71,0.178388,0.426941,0.170113
0.72,0.167057,0.346559,0.15462
0.73,0.156612,0.266436,0.140304
0.74,0.147472,0.192139,0.12798
0.75,0.14001,0.129174,0.118216
0.76,0.134406,0.0809819,0.111145
0.77,0.130554,0.0476793,0.106454
0.78,0.128117,0.0266544,0.103571
0.79,0.126678,0.0143031,0.101905
0.8,0.125874,0.00742931,0.100986
0.81,0.125443,0.00375574,0.100498
0.82,0.125219,0.00185372,0.100245
0.83,0.125106,0.000894778,0.100118
0.84,0.12505,0.00042272,0.100056
0.85,0.125023,0.00019552,0.100026
0.86,0.12501,8.85446e-05,0.100012
0.87,0.125005,3.92599e-05,0.100005
0.88,0.125002,1.70421e-05,0.100002
0.89,0.125001,7.24203e-06,0.100001
0.9,0.125,3.0125e-06,0.1
0.91,0.125,1.2265e-06,0.1
0.92,0.125,4.90126e-07,0.1
0.93,0.125,1.85245e-07,0.1
0.94,0.125,6.65629e-08,0.1
0.95,0.125,2.5833e-08,0.1
0.96,0.125,1.03943e-08,0.1
0.97,0.125,3.80201e-09,0.1
0.98,0.125,1.33277e-09,0.1
0.99,0.125,4.20042e-10,0.1
1,0.125,0,0.1
