x,rho,u,p
0,1,0,1
0.01,1,3.52268e-13,1
0.02,1,1.60873e-12,1
0.03,1,5.89675e-12,1
0.04,1,2.12579e-11,1
0.05,1,7.86053e-11,1
0.06,1,3.07719e-10,1
0.07,1,1.27722e-09,1
0.08,1,4.89954e-09,1
0.09,1,1.34286e-08,1
0.1,1,3.46863e-08,1
0.11,1,9.75569e-08,1
0.12,1,2.66561e-07,1
0.13,0.999999,7.07031e-07,0.999999
0.14,0.999998,1.81865e-06,0.999998
0.15,0.999996,4.53361e-06,0.999995
0.16,0.999991,1.09455e-05,0.999987
0.17,0.999978,2.55745e-05,0.99997
0.18,0.999951,5.77851e-05,0.999932
0.19,0.999893,0.000126154,0.999851
0.2,0.999775,0.00026588,0.999685
0.21,0.999543,0.000540469,0.999361
0.22,0.999104,0.00105863,0.998748
0.23,0.998311,0.00199615,0.99764
0.24,0.996936,0.00361997,0.995723
0.25,0.99466,0.00630815,0.992556
0.26,0.991068,0.0105551,0.987569
0.27,0.985667,0.0169498,0.980097
0.28,0.977947,0.0261186,0.969465
0.29,0.967461,0.0386345,0.955104
0.3,0.953918,0.0549137,0.93669
0.31,0.937259,0.0751329,0.914234
0.32,0.917669,0.0991996,0.888094
0.33,0.895536,0.126787,0.858908
0.34,0.871371,0.157413,0.82746
0.35,0.845713,0.190533,0.794551
0.36,0.819069,0.225611,0.760914
0.37,0.791881,0.26216,0.727159
0.38,0.76451,0.299756,0.693775
0.39,0.737247,0.338036,0.661133
0.4,0.710322,0.376689,0.62951
0.41,0.683915,0.415444,0.59911
0.42,0.65817,0.454057,0.570078
0.43,0.633198,0.492304,0.542517
0.44,0.609088,0.529973,0.516497
0.45,0.585906,0.566857,0.492061
0.46,0.563703,0.602755,0.469234
0.47,0.542513,0.637465,0.448025
0.48,0.522357,0.67079,0.428432
0.49,0.503245,0.702535,0.410444
0.5,0.48518,0.732511,0.394047
0.51,0.468164,0.760081,0.379298
0.52,0.452083,0.785408,0.366028
0.53,0.436872,0.808746,0.354106
0.54,0.422544,0.829493,0.343601
0.55,0.409019,0.847536,0.334425
0.56,0.396204,0.862798,0.326472
0.57,0.384003,0.87524,0.319621
0.58,0.372316,0.884858,0.313734
0.59,0.361046,0.891683,0.308653
0.6,0.350102,0.895766,0.304207
0.61,0.339403,0.897162,0.300213
0.62,0.328887,0.895911,0.29648
0.63,0.318503,0.89202,0.292813
0.64,0.308217,0.885438,0.28902
0.65,0.298009,0.876043,0.284912
0.66,0.287864,0.863626,0.280306
0.67,0.277771,0.847883,0.27503
0.68,0.267715,0.828413,0.268924
0.69,0.257677,0.804725,0.26184
0.7,0.247624,0.776249,0.253653
0.71,0.23752,0.742361,0.244267
0.72,0.227319,0.702432,0.233627
0.73,0.216987,0.655889,0.22174
0.74,0.206503,0.602333,0.208698
0.75,0.19589,0.541703,0.194706
0.76,0.185229,0.474512,0.180101
0.77,0.174683,0.40215,0.165375
0.78,0.164517,0.327172,0.151151
0.79,0.155082,0.253386,0.138125
0.8,0.14677,0.185447,0.126938
0.81,0.139913,0.127732,0.118011
0.82,0.134668,0.0828871,0.111424
0.83,0.130958,0.0509906,0.106916
0.84,0.128516,0.0300133,0.104028
0.85,0.127004,0.0170599,0.102275
0.86,0.12611,0.00943407,0.101254
0.87,0.125601,0.00510141,0.100676
0.88,0.125319,0.00270592,0.100358
0.89,0.125166,0.0014104,0.100187
0.9,0.125085,0.000723052,0.100096
0.91,0.125043,0.00036473,0.100048
0.92,0.125021,0.000181052,0.100024
0.93,0.12501,8.84427e-05,0.100012
0.94,0.125005,4.25118e-05,0.100006
0.95,0.125002,2.0104e-05,0.100003
0.96,0.125001,9.34968e-06,0.100001
0.97,0.125001,4.26566e-06,0.100001
0.98,0.125,1.87865e-06,0.1
0.99,0.125,7.13491e-07,0.1
1,0.125,0,0.1
