x,rho,u,p
0,1,0,1
0.01,1,1.82251e-16,1
0.02,1,1.12667e-15,1
0.03,1,5.07654e-15,1
0.04,1,2.18877e-14,1
0.05,1,9.2169e-14,1
0.06,1,3.79463e-13,1
0.07,1,1.53435e-12,1
0.08,1,6.15138e-12,1
0.09,1,2.48615e-11,1
0.1,1,1.0265e-10,1
0.11,1,4.34999e-10,1
0.12,1,1.96713e-09,1
0.13,1,7.0945e-09,1
0.14,1,2.0061e-08,1
0.15,1,5.91289e-08,1
0.16,1,1.77608e-07,1
0.17,1,5.14986e-07,0.999999
0.18,0.999999,1.44143e-06,0.999998
0.19,0.999997,3.89319e-06,0.999995
0.2,0.999991,1.01384e-05,0.999988
0.21,0.999978,2.54324e-05,0.99997
0.22,0.999948,6.13939e-05,0.999927
0.23,0.999879,0.00014247,0.999831
0.24,0.999731,0.000317464,0.999624
0.25,0.999426,0.000678458,0.999197
0.26,0.998824,0.00138891,0.998357
0.27,0.997695,0.00272023,0.996785
0.28,0.995684,0.00509079,0.993989
0.29,0.992289,0.00909334,0.989281
0.3,0.986869,0.0154891,0.981796
0.31,0.978707,0.0251452,0.97058
0.32,0.967126,0.0389072,0.954776
0.33,0.951656,0.0574267,0.933843
0.34,0.932163,0.0810048,0.907746
0.35,0.908906,0.109519,0.877002
0.36,0.882469,0.142473,0.842565
0.37,0.853609,0.179135,0.805597
0.38,0.823111,0.2187,0.767245
0.39,0.791682,0.260401,0.728504
0.4,0.759905,0.303565,0.690159
0.41,0.728241,0.347621,0.652797
0.42,0.697045,0.392088,0.616838
0.43,0.666589,0.436547,0.582575
0.44,0.637081,0.480625,0.550209
0.45,0.608678,0.523972,0.51987
0.46,0.581499,0.566252,0.491638
0.47,0.555626,0.607132,0.465556
0.48,0.531107,0.646289,0.441631
0.49,0.507953,0.683417,0.419835
0.5,0.486149,0.718241,0.400116
0.51,0.465664,0.750287,0.382441
0.52,0.446426,0.779391,0.366691
0.53,0.428367,0.805429,0.352755
0.54,0.411431,0.827941,0.340576
0.55,0.395512,0.846723,0.330014
0.56,0.380488,0.861621,0.3209
0.57,0.366227,0.872536,0.313034
0.58,0.352595,0.879427,0.306183
0.59,0.339462,0.882282,0.300088
0.6,0.326713,0.881104,0.294472
0.61,0.314249,0.875869,0.289043
0.62,0.301995,0.866495,0.283512
0.63,0.289896,0.852815,0.277594
0.64,0.277912,0.834547,0.271025
0.65,0.266014,0.811285,0.263565
0.66,0.254181,0.782506,0.25501
0.67,0.242389,0.747588,0.245203
0.68,0.230615,0.705874,0.23405
0.69,0.218843,0.656753,0.221538
0.7,0.207071,0.599811,0.207766
0.71,0.195336,0.535047,0.192971
0.72,0.183739,0.463185,0.177564
0.73,0.172468,0.386057,0.162134
0.74,0.161817,0.306936,0.14743
0.75,0.152171,0.230546,0.134252
0.76,0.143939,0.162323,0.123287
0.77,0.137417,0.106794,0.114893
0.78,0.132668,0.0658748,0.108999
0.79,0.129488,0.0384349,0.105179
0.8,0.127512,0.0214415,0.102866
0.81,0.126357,0.0115466,0.101536
0.82,0.125712,0.00604387,0.100802
0.83,0.125364,0.00308829,0.100409
0.84,0.125182,0.00154429,0.100204
0.85,0.125089,0.000756652,0.1001
0.86,0.125043,0.000363472,0.100048
0.87,0.12502,0.000171215,0.100023
0.88,0.125009,7.90902e-05,0.10001
0.89,0.125004,3.5825e-05,0.100005
0.9,0.125002,1.59109e-05,0.100002
0.91,0.125001,6.92819e-06,0.100001
0.92,0.125,2.95753e-06,0.1
0.93,0.125,1.23748e-06,0.1
0.94,0.125,5.08132e-07,0.1
0.95,0.125,1.99856e-07,0.1
0.96,0.125,7.38534e-08,0.1
0.97,0.125,2.92673e-08,0.1
0.98,0.125,1.20362e-08,0.1
0.99,0.125,4.10532e-09,0.1
1,0.125,0,0.1
